"Step","stellar-cloud-1 - train/loss","stellar-cloud-1 - train/loss__MIN","stellar-cloud-1 - train/loss__MAX"
"3672","1.3801","1.3801","1.3801"
"3673","1.7632","1.7632","1.7632"
"3674","2.0097","2.0097","2.0097"
"3675","1.4622","1.4622","1.4622"
"3676","1.8204","1.8204","1.8204"
"3677","1.2731","1.2731","1.2731"
"3678","1.5407","1.5407","1.5407"
"3679","1.6351","1.6351","1.6351"
"3680","1.1155","1.1155","1.1155"
"3681","1.7253","1.7253","1.7253"
"3682","1.494","1.494","1.494"
"3683","1.4795","1.4795","1.4795"
"3684","1.6107","1.6107","1.6107"
"3685","1.4882","1.4882","1.4882"
"3686","1.5586","1.5586","1.5586"
"3687","1.4161","1.4161","1.4161"
"3688","1.3768","1.3768","1.3768"
"3689","1.1236","1.1236","1.1236"
"3690","1.4635","1.4635","1.4635"
"3691","1.4853","1.4853","1.4853"
"3692","1.293","1.293","1.293"
"3693","1.2642","1.2642","1.2642"
"3694","1.9315","1.9315","1.9315"
"3695","1.4242","1.4242","1.4242"
"3696","1.6125","1.6125","1.6125"
"3697","1.3413","1.3413","1.3413"
"3698","1.6102","1.6102","1.6102"
"3699","1.6032","1.6032","1.6032"
"3700","1.0618","1.0618","1.0618"
"3701","1.1594","1.1594","1.1594"
"3702","1.2532","1.2532","1.2532"
"3703","1.2496","1.2496","1.2496"
"3704","1.5481","1.5481","1.5481"
"3705","1.6188","1.6188","1.6188"
"3706","1.3642","1.3642","1.3642"
"3707","1.3009","1.3009","1.3009"
"3708","1.7124","1.7124","1.7124"
"3709","1.3308","1.3308","1.3308"
"3710","1.7789","1.7789","1.7789"
"3711","1.3255","1.3255","1.3255"
"3712","1.333","1.333","1.333"
"3713","1.6499","1.6499","1.6499"
"3714","1.6924","1.6924","1.6924"
"3715","1.3879","1.3879","1.3879"
"3716","1.7611","1.7611","1.7611"
"3717","0.9911","0.9911","0.9911"
"3718","1.1925","1.1925","1.1925"
"3719","1.4674","1.4674","1.4674"
"3720","1.7125","1.7125","1.7125"
"3721","1.2442","1.2442","1.2442"
"3722","1.5639","1.5639","1.5639"
"3723","1.4144","1.4144","1.4144"
"3724","1.4933","1.4933","1.4933"
"3725","1.4814","1.4814","1.4814"
"3726","1.7478","1.7478","1.7478"
"3727","1.4263","1.4263","1.4263"
"3728","1.446","1.446","1.446"
"3729","1.5709","1.5709","1.5709"
"3730","1.4038","1.4038","1.4038"
"3731","1.7844","1.7844","1.7844"
"3732","1.35","1.35","1.35"
"3733","1.2978","1.2978","1.2978"
"3734","1.086","1.086","1.086"
"3735","1.9088","1.9088","1.9088"
"3736","1.4613","1.4613","1.4613"
"3737","1.1872","1.1872","1.1872"
"3738","1.7775","1.7775","1.7775"
"3739","1.7964","1.7964","1.7964"
"3740","1.5671","1.5671","1.5671"
"3741","1.4693","1.4693","1.4693"
"3742","1.0657","1.0657","1.0657"
"3743","1.5145","1.5145","1.5145"
"3744","1.5121","1.5121","1.5121"
"3745","1.1715","1.1715","1.1715"
"3746","1.7566","1.7566","1.7566"
"3747","1.4673","1.4673","1.4673"
"3748","1.0263","1.0263","1.0263"
"3749","1.4729","1.4729","1.4729"
"3750","1.3341","1.3341","1.3341"
"3751","1.3477","1.3477","1.3477"
"3752","1.5123","1.5123","1.5123"
"3753","1.8164","1.8164","1.8164"
"3754","1.275","1.275","1.275"
"3755","2.1322","2.1322","2.1322"
"3756","1.0864","1.0864","1.0864"
"3757","1.4163","1.4163","1.4163"
"3758","1.3758","1.3758","1.3758"
"3759","1.9474","1.9474","1.9474"
"3760","1.3631","1.3631","1.3631"
"3761","1.6098","1.6098","1.6098"
"3762","1.5657","1.5657","1.5657"
"3763","1.5928","1.5928","1.5928"
"3764","1.3689","1.3689","1.3689"
"3765","1.598","1.598","1.598"
"3766","1.8648","1.8648","1.8648"
"3767","1.5711","1.5711","1.5711"
"3768","1.5269","1.5269","1.5269"
"3769","1.3977","1.3977","1.3977"
"3770","1.7218","1.7218","1.7218"
"3771","1.2254","1.2254","1.2254"
"3772","1.1008","1.1008","1.1008"
"3773","1.3351","1.3351","1.3351"
"3774","1.3625","1.3625","1.3625"
"3775","1.57","1.57","1.57"
"3776","1.5197","1.5197","1.5197"
"3777","1.593","1.593","1.593"
"3778","1.4735","1.4735","1.4735"
"3779","1.3092","1.3092","1.3092"
"3780","1.3768","1.3768","1.3768"
"3781","1.573","1.573","1.573"
"3782","1.3819","1.3819","1.3819"
"3783","1.6528","1.6528","1.6528"
"3784","1.4512","1.4512","1.4512"
"3785","1.4373","1.4373","1.4373"
"3786","1.9428","1.9428","1.9428"
"3787","1.3036","1.3036","1.3036"
"3788","1.4317","1.4317","1.4317"
"3789","1.717","1.717","1.717"
"3790","1.5855","1.5855","1.5855"
"3791","1.2832","1.2832","1.2832"
"3792","1.215","1.215","1.215"
"3793","1.3255","1.3255","1.3255"
"3794","1.2886","1.2886","1.2886"
"3795","1.5961","1.5961","1.5961"
"3796","1.3169","1.3169","1.3169"
"3797","1.4395","1.4395","1.4395"
"3798","1.4601","1.4601","1.4601"
"3799","1.3264","1.3264","1.3264"
"3800","1.3299","1.3299","1.3299"
"3801","1.387","1.387","1.387"
"3802","1.8717","1.8717","1.8717"
"3803","1.4969","1.4969","1.4969"
"3804","0.9667","0.9667","0.9667"
"3805","1.4192","1.4192","1.4192"
"3806","1.6672","1.6672","1.6672"
"3807","1.5177","1.5177","1.5177"
"3808","1.7426","1.7426","1.7426"
"3809","1.4873","1.4873","1.4873"
"3810","1.2283","1.2283","1.2283"
"3811","1.3607","1.3607","1.3607"
"3812","1.2094","1.2094","1.2094"
"3813","1.8122","1.8122","1.8122"
"3814","1.2415","1.2415","1.2415"
"3815","1.3666","1.3666","1.3666"
"3816","1.0936","1.0936","1.0936"
"3817","1.0756","1.0756","1.0756"
"3818","2.0379","2.0379","2.0379"
"3819","1.5752","1.5752","1.5752"
"3820","2.4036","2.4036","2.4036"
"3821","1.522","1.522","1.522"
"3822","1.1715","1.1715","1.1715"
"3823","1.4466","1.4466","1.4466"
"3824","1.5387","1.5387","1.5387"
"3825","1.6186","1.6186","1.6186"
"3826","1.2694","1.2694","1.2694"
"3827","1.6904","1.6904","1.6904"
"3828","1.5443","1.5443","1.5443"
"3829","1.2572","1.2572","1.2572"
"3830","1.5049","1.5049","1.5049"
"3831","1.3132","1.3132","1.3132"
"3832","1.5311","1.5311","1.5311"
"3833","1.5115","1.5115","1.5115"
"3834","1.2497","1.2497","1.2497"
"3835","1.2207","1.2207","1.2207"
"3836","1.1914","1.1914","1.1914"
"3837","1.5677","1.5677","1.5677"
"3838","1.2565","1.2565","1.2565"
"3839","1.5635","1.5635","1.5635"
"3840","1.0388","1.0388","1.0388"
"3841","1.544","1.544","1.544"
"3842","2.0241","2.0241","2.0241"
"3843","1.3112","1.3112","1.3112"
"3844","1.7184","1.7184","1.7184"
"3845","1.1211","1.1211","1.1211"
"3846","1.7361","1.7361","1.7361"
"3847","1.4067","1.4067","1.4067"
"3848","1.2182","1.2182","1.2182"
"3849","2.061","2.061","2.061"
"3850","1.5848","1.5848","1.5848"
"3851","1.2292","1.2292","1.2292"
"3852","1.6348","1.6348","1.6348"
"3853","1.3204","1.3204","1.3204"
"3854","1.4153","1.4153","1.4153"
"3855","1.0832","1.0832","1.0832"
"3856","1.2877","1.2877","1.2877"
"3857","1.4223","1.4223","1.4223"
"3858","1.0191","1.0191","1.0191"
"3859","1.338","1.338","1.338"
"3860","1.0983","1.0983","1.0983"
"3861","1.6467","1.6467","1.6467"
"3862","1.9375","1.9375","1.9375"
"3863","1.6821","1.6821","1.6821"
"3864","1.5926","1.5926","1.5926"
"3865","1.0466","1.0466","1.0466"
"3866","1.2961","1.2961","1.2961"
"3867","1.4972","1.4972","1.4972"
"3868","0.9794","0.9794","0.9794"
"3869","1.5136","1.5136","1.5136"
"3870","1.4291","1.4291","1.4291"
"3871","1.8444","1.8444","1.8444"
"3872","1.02","1.02","1.02"
"3873","1.3703","1.3703","1.3703"
"3874","1.5703","1.5703","1.5703"
"3875","1.5433","1.5433","1.5433"
"3876","1.541","1.541","1.541"
"3877","1.8136","1.8136","1.8136"
"3878","1.2663","1.2663","1.2663"
"3879","1.4824","1.4824","1.4824"
"3880","1.2735","1.2735","1.2735"
"3881","1.1034","1.1034","1.1034"
"3882","1.4086","1.4086","1.4086"
"3883","1.33","1.33","1.33"
"3884","1.5816","1.5816","1.5816"
"3885","1.1587","1.1587","1.1587"
"3886","1.4806","1.4806","1.4806"
"3887","1.9749","1.9749","1.9749"
"3888","1.5836","1.5836","1.5836"
"3889","1.4945","1.4945","1.4945"
"3890","1.4902","1.4902","1.4902"
"3891","1.352","1.352","1.352"
"3892","1.8241","1.8241","1.8241"
"3893","1.2965","1.2965","1.2965"
"3894","1.121","1.121","1.121"
"3895","1.5884","1.5884","1.5884"
"3896","1.7071","1.7071","1.7071"
"3897","1.2288","1.2288","1.2288"
"3898","0.8946","0.8946","0.8946"
"3899","1.0682","1.0682","1.0682"
"3900","1.868","1.868","1.868"
"3901","1.3916","1.3916","1.3916"
"3902","2.0152","2.0152","2.0152"
"3903","1.1055","1.1055","1.1055"
"3904","1.7247","1.7247","1.7247"
"3905","1.3431","1.3431","1.3431"
"3906","1.1147","1.1147","1.1147"
"3907","1.687","1.687","1.687"
"3908","1.3814","1.3814","1.3814"
"3909","1.6608","1.6608","1.6608"
"3910","1.576","1.576","1.576"
"3911","1.0762","1.0762","1.0762"
"3912","1.1648","1.1648","1.1648"
"3913","1.2813","1.2813","1.2813"
"3914","1.6731","1.6731","1.6731"
"3915","1.9684","1.9684","1.9684"
"3916","1.5116","1.5116","1.5116"
"3917","0.9143","0.9143","0.9143"
"3918","1.4814","1.4814","1.4814"
"3919","1.4302","1.4302","1.4302"
"3920","1.5716","1.5716","1.5716"
"3921","1.2494","1.2494","1.2494"
"3922","1.3096","1.3096","1.3096"
"3923","1.0446","1.0446","1.0446"
"3924","1.3342","1.3342","1.3342"
"3925","1.4186","1.4186","1.4186"
"3926","1.1587","1.1587","1.1587"
"3927","1.1925","1.1925","1.1925"
"3928","1.6998","1.6998","1.6998"
"3929","1.5534","1.5534","1.5534"
"3930","1.278","1.278","1.278"
"3931","1.7755","1.7755","1.7755"
"3932","1.9286","1.9286","1.9286"
"3933","1.5432","1.5432","1.5432"
"3934","1.3246","1.3246","1.3246"
"3935","0.8928","0.8928","0.8928"
"3936","1.795","1.795","1.795"
"3937","1.3085","1.3085","1.3085"
"3938","1.2346","1.2346","1.2346"
"3939","1.3843","1.3843","1.3843"
"3940","1.7403","1.7403","1.7403"
"3941","1.3217","1.3217","1.3217"
"3942","1.1705","1.1705","1.1705"
"3943","1.3492","1.3492","1.3492"
"3944","1.6089","1.6089","1.6089"
"3945","1.4942","1.4942","1.4942"
"3946","1.6202","1.6202","1.6202"
"3947","1.2954","1.2954","1.2954"
"3948","1.8462","1.8462","1.8462"
"3949","1.5847","1.5847","1.5847"
"3950","1.3453","1.3453","1.3453"
"3951","1.1709","1.1709","1.1709"
"3952","1.9259","1.9259","1.9259"
"3953","1.6442","1.6442","1.6442"
"3954","1.9315","1.9315","1.9315"
"3955","1.2401","1.2401","1.2401"
"3956","1.7284","1.7284","1.7284"
"3957","1.3881","1.3881","1.3881"
"3958","1.2132","1.2132","1.2132"
"3959","1.8993","1.8993","1.8993"
"3960","1.4764","1.4764","1.4764"
"3961","1.3136","1.3136","1.3136"
"3962","1.0051","1.0051","1.0051"
"3963","1.4246","1.4246","1.4246"
"3964","1.603","1.603","1.603"
"3965","1.366","1.366","1.366"
"3966","1.6024","1.6024","1.6024"
"3967","1.5975","1.5975","1.5975"
"3968","1.6583","1.6583","1.6583"
"3969","1.9559","1.9559","1.9559"
"3970","1.0775","1.0775","1.0775"
"3971","1.3943","1.3943","1.3943"
"3972","1.6948","1.6948","1.6948"
"3973","1.3651","1.3651","1.3651"
"3974","1.3656","1.3656","1.3656"
"3975","1.5974","1.5974","1.5974"
"3976","1.3384","1.3384","1.3384"
"3977","1.5011","1.5011","1.5011"
"3978","1.4904","1.4904","1.4904"
"3979","1.2133","1.2133","1.2133"
"3980","1.3683","1.3683","1.3683"
"3981","1.2408","1.2408","1.2408"
"3982","1.8565","1.8565","1.8565"
"3983","1.5664","1.5664","1.5664"
"3984","1.2274","1.2274","1.2274"
"3985","1.8541","1.8541","1.8541"
"3986","1.4066","1.4066","1.4066"
"3987","1.209","1.209","1.209"
"3988","1.3532","1.3532","1.3532"
"3989","1.3707","1.3707","1.3707"
"3990","1.4082","1.4082","1.4082"
"3991","1.5813","1.5813","1.5813"
"3992","1.284","1.284","1.284"
"3993","1.1306","1.1306","1.1306"
"3994","1.3289","1.3289","1.3289"
"3995","1.3851","1.3851","1.3851"
"3996","1.0858","1.0858","1.0858"
"3997","1.1944","1.1944","1.1944"
"3998","1.3824","1.3824","1.3824"
"3999","1.2694","1.2694","1.2694"
"4000","1.2889","1.2889","1.2889"
"4001","1.3033","1.3033","1.3033"
"4002","1.6414","1.6414","1.6414"
"4003","1.454","1.454","1.454"
"4004","1.6892","1.6892","1.6892"
"4005","1.7572","1.7572","1.7572"
"4006","1.5723","1.5723","1.5723"
"4007","1.5254","1.5254","1.5254"
"4008","1.3617","1.3617","1.3617"
"4009","0.995","0.995","0.995"
"4010","2.2894","2.2894","2.2894"
"4011","1.3046","1.3046","1.3046"
"4012","1.876","1.876","1.876"
"4013","1.5175","1.5175","1.5175"
"4014","1.3886","1.3886","1.3886"
"4015","1.3044","1.3044","1.3044"
"4016","1.1597","1.1597","1.1597"
"4017","1.3238","1.3238","1.3238"
"4018","1.4615","1.4615","1.4615"
"4019","1.1382","1.1382","1.1382"
"4020","1.6155","1.6155","1.6155"
"4021","1.7649","1.7649","1.7649"
"4022","1.3598","1.3598","1.3598"
"4023","1.6083","1.6083","1.6083"
"4024","1.6889","1.6889","1.6889"
"4025","1.3718","1.3718","1.3718"
"4026","1.5723","1.5723","1.5723"
"4027","1.8262","1.8262","1.8262"
"4028","1.8252","1.8252","1.8252"
"4029","1.5485","1.5485","1.5485"
"4030","1.1916","1.1916","1.1916"
"4031","1.3183","1.3183","1.3183"
"4032","1.547","1.547","1.547"
"4033","1.6391","1.6391","1.6391"
"4034","1.5902","1.5902","1.5902"
"4035","1.4948","1.4948","1.4948"
"4036","1.3063","1.3063","1.3063"
"4037","1.2079","1.2079","1.2079"
"4038","1.6933","1.6933","1.6933"
"4039","1.5539","1.5539","1.5539"
"4040","1.6624","1.6624","1.6624"
"4041","1.3219","1.3219","1.3219"
"4042","1.5759","1.5759","1.5759"
"4043","1.3299","1.3299","1.3299"
"4044","1.6714","1.6714","1.6714"
"4045","1.2197","1.2197","1.2197"
"4046","1.4979","1.4979","1.4979"
"4047","1.8645","1.8645","1.8645"
"4048","1.2093","1.2093","1.2093"
"4049","1.4979","1.4979","1.4979"
"4050","1.6832","1.6832","1.6832"
"4051","1.6288","1.6288","1.6288"
"4052","1.6151","1.6151","1.6151"
"4053","1.4182","1.4182","1.4182"
"4054","1.8399","1.8399","1.8399"
"4055","1.932","1.932","1.932"
"4056","1.8985","1.8985","1.8985"
"4057","1.6455","1.6455","1.6455"
"4058","1.6146","1.6146","1.6146"
"4059","1.8133","1.8133","1.8133"
"4060","1.6376","1.6376","1.6376"
"4061","1.5323","1.5323","1.5323"
"4062","2.0253","2.0253","2.0253"
"4063","1.6939","1.6939","1.6939"
"4064","1.3736","1.3736","1.3736"
"4065","1.2953","1.2953","1.2953"
"4066","1.4734","1.4734","1.4734"
"4067","1.808","1.808","1.808"
"4068","1.3968","1.3968","1.3968"
"4069","1.247","1.247","1.247"
"4070","1.6274","1.6274","1.6274"
"4071","1.3759","1.3759","1.3759"
"4072","1.5945","1.5945","1.5945"
"4073","2.0583","2.0583","2.0583"
"4074","1.9274","1.9274","1.9274"
"4075","1.4871","1.4871","1.4871"
"4076","1.6363","1.6363","1.6363"
"4077","1.3677","1.3677","1.3677"
"4078","1.0912","1.0912","1.0912"
"4079","1.2307","1.2307","1.2307"
"4080","1.3346","1.3346","1.3346"
"4081","1.7356","1.7356","1.7356"
"4082","1.0729","1.0729","1.0729"
"4083","1.5359","1.5359","1.5359"
"4084","1.5559","1.5559","1.5559"
"4085","1.4709","1.4709","1.4709"
"4086","1.6698","1.6698","1.6698"
"4087","1.3061","1.3061","1.3061"
"4088","1.2108","1.2108","1.2108"
"4089","2.1071","2.1071","2.1071"
"4090","1.6397","1.6397","1.6397"
"4091","1.4388","1.4388","1.4388"
"4092","1.5799","1.5799","1.5799"
"4093","1.4419","1.4419","1.4419"
"4094","1.1891","1.1891","1.1891"
"4095","1.2324","1.2324","1.2324"
"4096","1.4341","1.4341","1.4341"
"4097","1.693","1.693","1.693"
"4098","1.5093","1.5093","1.5093"
"4099","1.4433","1.4433","1.4433"
"4100","1.7032","1.7032","1.7032"
"4101","1.4053","1.4053","1.4053"
"4102","1.729","1.729","1.729"
"4103","1.7432","1.7432","1.7432"
"4104","1.5925","1.5925","1.5925"
"4105","1.5454","1.5454","1.5454"
"4106","1.5152","1.5152","1.5152"
"4107","1.5147","1.5147","1.5147"
"4108","1.2477","1.2477","1.2477"
"4109","1.3564","1.3564","1.3564"
"4110","1.1328","1.1328","1.1328"
"4111","1.2867","1.2867","1.2867"
"4112","1.5451","1.5451","1.5451"
"4113","1.16","1.16","1.16"
"4114","1.3841","1.3841","1.3841"
"4115","1.3259","1.3259","1.3259"
"4116","1.365","1.365","1.365"
"4117","1.3594","1.3594","1.3594"
"4118","1.6232","1.6232","1.6232"
"4119","1.1659","1.1659","1.1659"
"4120","1.293","1.293","1.293"
"4121","1.4941","1.4941","1.4941"
"4122","1.407","1.407","1.407"
"4123","1.3659","1.3659","1.3659"
"4124","1.5453","1.5453","1.5453"
"4125","0.9531","0.9531","0.9531"
"4126","1.2079","1.2079","1.2079"
"4127","1.4914","1.4914","1.4914"
"4128","2.131","2.131","2.131"
"4129","1.4727","1.4727","1.4727"
"4130","1.4503","1.4503","1.4503"
"4131","1.702","1.702","1.702"
"4132","1.3269","1.3269","1.3269"
"4133","1.4103","1.4103","1.4103"
"4134","1.5669","1.5669","1.5669"
"4135","1.3899","1.3899","1.3899"
"4136","1.1469","1.1469","1.1469"
"4137","1.4395","1.4395","1.4395"
"4138","1.8757","1.8757","1.8757"
"4139","1.4831","1.4831","1.4831"
"4140","2.0312","2.0312","2.0312"
"4141","1.824","1.824","1.824"
"4142","1.6364","1.6364","1.6364"
"4143","1.8644","1.8644","1.8644"
"4144","1.0162","1.0162","1.0162"
"4145","1.4277","1.4277","1.4277"
"4146","1.4826","1.4826","1.4826"
"4147","1.4561","1.4561","1.4561"
"4148","1.2588","1.2588","1.2588"
"4149","1.1999","1.1999","1.1999"
"4150","1.8211","1.8211","1.8211"
"4151","1.595","1.595","1.595"
"4152","1.7957","1.7957","1.7957"
"4153","1.2212","1.2212","1.2212"
"4154","1.5331","1.5331","1.5331"
"4155","1.1671","1.1671","1.1671"
"4156","1.2726","1.2726","1.2726"
"4157","1.3163","1.3163","1.3163"
"4158","1.6233","1.6233","1.6233"
"4159","2.2328","2.2328","2.2328"
"4160","1.4614","1.4614","1.4614"
"4161","1.2821","1.2821","1.2821"
"4162","1.4108","1.4108","1.4108"
"4163","2.0595","2.0595","2.0595"
"4164","1.1734","1.1734","1.1734"
"4165","1.3108","1.3108","1.3108"
"4166","1.9662","1.9662","1.9662"
"4167","1.2308","1.2308","1.2308"
"4168","1.5066","1.5066","1.5066"
"4169","1.4323","1.4323","1.4323"
"4170","1.6423","1.6423","1.6423"
"4171","1.7247","1.7247","1.7247"
"4172","1.1322","1.1322","1.1322"
"4173","1.8673","1.8673","1.8673"
"4174","2.1314","2.1314","2.1314"
"4175","1.321","1.321","1.321"
"4176","1.3713","1.3713","1.3713"
"4177","1.2119","1.2119","1.2119"
"4178","1.3139","1.3139","1.3139"
"4179","1.4961","1.4961","1.4961"
"4180","1.2429","1.2429","1.2429"
"4181","1.4238","1.4238","1.4238"
"4182","1.3277","1.3277","1.3277"
"4183","1.2376","1.2376","1.2376"
"4184","1.2615","1.2615","1.2615"
"4185","2.1271","2.1271","2.1271"
"4186","1.9318","1.9318","1.9318"
"4187","1.7942","1.7942","1.7942"
"4188","1.3788","1.3788","1.3788"
"4189","1.5636","1.5636","1.5636"
"4190","1.3495","1.3495","1.3495"
"4191","1.905","1.905","1.905"
"4192","1.3887","1.3887","1.3887"
"4193","1.5877","1.5877","1.5877"
"4194","1.6279","1.6279","1.6279"
"4195","1.327","1.327","1.327"
"4196","1.7597","1.7597","1.7597"
"4197","1.9818","1.9818","1.9818"
"4198","1.1942","1.1942","1.1942"
"4199","1.5285","1.5285","1.5285"
"4200","1.2232","1.2232","1.2232"
"4201","1.525","1.525","1.525"
"4202","1.5037","1.5037","1.5037"
"4203","1.5258","1.5258","1.5258"
"4204","1.2509","1.2509","1.2509"
"4205","1.164","1.164","1.164"
"4206","1.2698","1.2698","1.2698"
"4207","1.4044","1.4044","1.4044"
"4208","1.1011","1.1011","1.1011"
"4209","1.5954","1.5954","1.5954"
"4210","1.8349","1.8349","1.8349"
"4211","1.3327","1.3327","1.3327"
"4212","1.5056","1.5056","1.5056"
"4213","1.5641","1.5641","1.5641"
"4214","1.5283","1.5283","1.5283"
"4215","1.4145","1.4145","1.4145"
"4216","1.5304","1.5304","1.5304"
"4217","1.8417","1.8417","1.8417"
"4218","1.7187","1.7187","1.7187"
"4219","1.2998","1.2998","1.2998"
"4220","1.3941","1.3941","1.3941"
"4221","1.3989","1.3989","1.3989"
"4222","1.3401","1.3401","1.3401"
"4223","1.523","1.523","1.523"
"4224","1.608","1.608","1.608"
"4225","1.1686","1.1686","1.1686"
"4226","1.8789","1.8789","1.8789"
"4227","1.5411","1.5411","1.5411"
"4228","1.6947","1.6947","1.6947"
"4229","1.9022","1.9022","1.9022"
"4230","1.1798","1.1798","1.1798"
"4231","1.6821","1.6821","1.6821"
"4232","1.4024","1.4024","1.4024"
"4233","1.6056","1.6056","1.6056"
"4234","1.6177","1.6177","1.6177"
"4235","1.8296","1.8296","1.8296"
"4236","1.2214","1.2214","1.2214"
"4237","1.468","1.468","1.468"
"4238","1.1833","1.1833","1.1833"
"4239","1.4333","1.4333","1.4333"
"4240","1.8206","1.8206","1.8206"
"4241","1.0882","1.0882","1.0882"
"4242","1.3521","1.3521","1.3521"
"4243","1.8703","1.8703","1.8703"
"4244","2.1431","2.1431","2.1431"
"4245","1.6858","1.6858","1.6858"
"4246","1.5895","1.5895","1.5895"
"4247","1.8547","1.8547","1.8547"
"4248","1.1735","1.1735","1.1735"
"4249","1.677","1.677","1.677"
"4250","1.2593","1.2593","1.2593"
"4251","1.1005","1.1005","1.1005"
"4252","1.415","1.415","1.415"
"4253","1.4635","1.4635","1.4635"
"4254","1.6176","1.6176","1.6176"
"4255","1.3554","1.3554","1.3554"
"4256","1.2993","1.2993","1.2993"
"4257","1.1395","1.1395","1.1395"
"4258","1.3383","1.3383","1.3383"
"4259","1.8169","1.8169","1.8169"
"4260","1.4717","1.4717","1.4717"
"4261","1.4379","1.4379","1.4379"
"4262","1.6288","1.6288","1.6288"
"4263","1.4576","1.4576","1.4576"
"4264","1.4535","1.4535","1.4535"
"4265","1.5593","1.5593","1.5593"
"4266","1.6822","1.6822","1.6822"
"4267","1.7858","1.7858","1.7858"
"4268","1.232","1.232","1.232"
"4269","1.2445","1.2445","1.2445"
"4270","1.9123","1.9123","1.9123"
"4271","1.7858","1.7858","1.7858"
"4272","1.9278","1.9278","1.9278"
"4273","1.1222","1.1222","1.1222"
"4274","1.8934","1.8934","1.8934"
"4275","1.4231","1.4231","1.4231"
"4276","1.6783","1.6783","1.6783"
"4277","1.0719","1.0719","1.0719"
"4278","1.6113","1.6113","1.6113"
"4279","1.5495","1.5495","1.5495"
"4280","1.1089","1.1089","1.1089"
"4281","1.5339","1.5339","1.5339"
"4282","1.3991","1.3991","1.3991"
"4283","1.365","1.365","1.365"
"4284","1.2531","1.2531","1.2531"
"4285","1.4976","1.4976","1.4976"
"4286","1.3864","1.3864","1.3864"
"4287","1.1625","1.1625","1.1625"
"4288","1.4686","1.4686","1.4686"
"4289","2.5573","2.5573","2.5573"
"4290","1.4621","1.4621","1.4621"
"4291","1.7914","1.7914","1.7914"
"4292","1.4055","1.4055","1.4055"
"4293","1.6005","1.6005","1.6005"
"4294","0.8996","0.8996","0.8996"
"4295","2.0181","2.0181","2.0181"
"4296","1.4047","1.4047","1.4047"
"4297","1.3991","1.3991","1.3991"
"4298","1.1322","1.1322","1.1322"
"4299","1.2929","1.2929","1.2929"
"4300","1.4553","1.4553","1.4553"
"4301","1.6129","1.6129","1.6129"
"4302","1.3677","1.3677","1.3677"
"4303","1.6866","1.6866","1.6866"
"4304","1.2399","1.2399","1.2399"
"4305","1.6664","1.6664","1.6664"
"4306","1.6645","1.6645","1.6645"
"4307","1.7334","1.7334","1.7334"
"4308","1.1263","1.1263","1.1263"
"4309","1.6839","1.6839","1.6839"
"4310","1.901","1.901","1.901"
"4311","1.5184","1.5184","1.5184"
"4312","1.7793","1.7793","1.7793"
"4313","1.639","1.639","1.639"
"4314","1.7012","1.7012","1.7012"
"4315","1.4177","1.4177","1.4177"
"4316","1.4937","1.4937","1.4937"
"4317","1.831","1.831","1.831"
"4318","1.4923","1.4923","1.4923"
"4319","1.7509","1.7509","1.7509"
"4320","1.6933","1.6933","1.6933"
"4321","1.5356","1.5356","1.5356"
"4322","1.5853","1.5853","1.5853"
"4323","1.3213","1.3213","1.3213"
"4324","1.4844","1.4844","1.4844"
"4325","1.1514","1.1514","1.1514"
"4326","1.9076","1.9076","1.9076"
"4327","1.897","1.897","1.897"
"4328","1.5416","1.5416","1.5416"
"4329","1.5602","1.5602","1.5602"
"4330","1.5385","1.5385","1.5385"
"4331","1.498","1.498","1.498"
"4332","1.5752","1.5752","1.5752"
"4333","1.4834","1.4834","1.4834"
"4334","1.3762","1.3762","1.3762"
"4335","1.1388","1.1388","1.1388"
"4336","1.372","1.372","1.372"
"4337","1.5356","1.5356","1.5356"
"4338","1.7166","1.7166","1.7166"
"4339","1.1706","1.1706","1.1706"
"4340","1.2231","1.2231","1.2231"
"4341","2.1492","2.1492","2.1492"
"4342","2.2887","2.2887","2.2887"
"4343","1.5626","1.5626","1.5626"
"4344","1.0502","1.0502","1.0502"
"4345","1.3286","1.3286","1.3286"
"4346","1.4319","1.4319","1.4319"
"4347","1.2833","1.2833","1.2833"
"4348","1.6878","1.6878","1.6878"
"4349","1.5888","1.5888","1.5888"
"4350","1.4429","1.4429","1.4429"
"4351","1.5754","1.5754","1.5754"
"4352","1.7549","1.7549","1.7549"
"4353","2.0498","2.0498","2.0498"
"4354","1.3375","1.3375","1.3375"
"4355","1.2499","1.2499","1.2499"
"4356","1.9234","1.9234","1.9234"
"4357","1.1139","1.1139","1.1139"
"4358","1.8407","1.8407","1.8407"
"4359","1.6063","1.6063","1.6063"
"4360","1.2777","1.2777","1.2777"
"4361","1.7681","1.7681","1.7681"
"4362","1.5843","1.5843","1.5843"
"4363","1.8205","1.8205","1.8205"
"4364","1.7286","1.7286","1.7286"
"4365","1.3052","1.3052","1.3052"
"4366","1.9508","1.9508","1.9508"
"4367","1.6764","1.6764","1.6764"
"4368","1.4561","1.4561","1.4561"
"4369","1.2703","1.2703","1.2703"
"4370","1.369","1.369","1.369"
"4371","1.6973","1.6973","1.6973"
"4372","1.3271","1.3271","1.3271"
"4373","1.2777","1.2777","1.2777"
"4374","1.2865","1.2865","1.2865"
"4375","1.078","1.078","1.078"
"4376","1.115","1.115","1.115"
"4377","1.6776","1.6776","1.6776"
"4378","1.1888","1.1888","1.1888"
