"Step","stellar-cloud-1 - train/loss","stellar-cloud-1 - train/loss__MIN","stellar-cloud-1 - train/loss__MAX"
"1538","2.0424","2.0424","2.0424"
"1539","1.6273","1.6273","1.6273"
"1540","1.5816","1.5816","1.5816"
"1541","1.3297","1.3297","1.3297"
"1542","1.6298","1.6298","1.6298"
"1543","1.4678","1.4678","1.4678"
"1544","1.2704","1.2704","1.2704"
"1545","1.6093","1.6093","1.6093"
"1546","1.1896","1.1896","1.1896"
"1547","1.6026","1.6026","1.6026"
"1548","2.072","2.072","2.072"
"1549","1.5897","1.5897","1.5897"
"1550","1.5798","1.5798","1.5798"
"1551","1.3826","1.3826","1.3826"
"1552","1.3342","1.3342","1.3342"
"1553","1.4451","1.4451","1.4451"
"1554","1.8932","1.8932","1.8932"
"1555","1.6319","1.6319","1.6319"
"1556","1.4493","1.4493","1.4493"
"1557","1.7315","1.7315","1.7315"
"1558","1.7606","1.7606","1.7606"
"1559","1.4083","1.4083","1.4083"
"1560","1.2883","1.2883","1.2883"
"1561","0.9602","0.9602","0.9602"
"1562","1.1845","1.1845","1.1845"
"1563","1.7305","1.7305","1.7305"
"1564","1.611","1.611","1.611"
"1565","1.6459","1.6459","1.6459"
"1566","1.8007","1.8007","1.8007"
"1567","1.9052","1.9052","1.9052"
"1568","1.6168","1.6168","1.6168"
"1569","1.4589","1.4589","1.4589"
"1570","2.0979","2.0979","2.0979"
"1571","1.1427","1.1427","1.1427"
"1572","1.8149","1.8149","1.8149"
"1573","1.3098","1.3098","1.3098"
"1574","2.2448","2.2448","2.2448"
"1575","1.621","1.621","1.621"
"1576","1.5405","1.5405","1.5405"
"1577","1.3669","1.3669","1.3669"
"1578","1.2919","1.2919","1.2919"
"1579","1.9615","1.9615","1.9615"
"1580","1.4374","1.4374","1.4374"
"1581","1.4975","1.4975","1.4975"
"1582","1.4928","1.4928","1.4928"
"1583","1.7707","1.7707","1.7707"
"1584","1.7654","1.7654","1.7654"
"1585","1.2229","1.2229","1.2229"
"1586","1.1344","1.1344","1.1344"
"1587","0.8823","0.8823","0.8823"
"1588","1.7231","1.7231","1.7231"
"1589","1.8053","1.8053","1.8053"
"1590","1.4677","1.4677","1.4677"
"1591","1.0703","1.0703","1.0703"
"1592","1.789","1.789","1.789"
"1593","1.7752","1.7752","1.7752"
"1594","1.3014","1.3014","1.3014"
"1595","1.7091","1.7091","1.7091"
"1596","1.9033","1.9033","1.9033"
"1597","1.5616","1.5616","1.5616"
"1598","1.6218","1.6218","1.6218"
"1599","1.7632","1.7632","1.7632"
"1600","1.6561","1.6561","1.6561"
"1601","1.8532","1.8532","1.8532"
"1602","1.4402","1.4402","1.4402"
"1603","1.4211","1.4211","1.4211"
"1604","1.5494","1.5494","1.5494"
"1605","1.1372","1.1372","1.1372"
"1606","1.8553","1.8553","1.8553"
"1607","1.4784","1.4784","1.4784"
"1608","1.191","1.191","1.191"
"1609","1.6661","1.6661","1.6661"
"1610","1.198","1.198","1.198"
"1611","1.2695","1.2695","1.2695"
"1612","1.4612","1.4612","1.4612"
"1613","1.582","1.582","1.582"
"1614","1.2545","1.2545","1.2545"
"1615","1.6933","1.6933","1.6933"
"1616","1.341","1.341","1.341"
"1617","1.3822","1.3822","1.3822"
"1618","1.6738","1.6738","1.6738"
"1619","1.572","1.572","1.572"
"1620","1.9755","1.9755","1.9755"
"1621","1.6754","1.6754","1.6754"
"1622","1.918","1.918","1.918"
"1623","1.656","1.656","1.656"
"1624","1.8447","1.8447","1.8447"
"1625","2.0742","2.0742","2.0742"
"1626","1.3667","1.3667","1.3667"
"1627","1.6905","1.6905","1.6905"
"1628","1.3838","1.3838","1.3838"
"1629","1.4541","1.4541","1.4541"
"1630","1.6141","1.6141","1.6141"
"1631","1.4836","1.4836","1.4836"
"1632","1.7872","1.7872","1.7872"
"1633","1.4599","1.4599","1.4599"
"1634","1.6572","1.6572","1.6572"
"1635","1.9073","1.9073","1.9073"
"1636","1.2769","1.2769","1.2769"
"1637","1.5834","1.5834","1.5834"
"1638","1.8111","1.8111","1.8111"
"1639","1.4131","1.4131","1.4131"
"1640","1.4128","1.4128","1.4128"
"1641","1.4803","1.4803","1.4803"
"1642","1.1555","1.1555","1.1555"
"1643","2.0108","2.0108","2.0108"
"1644","1.6261","1.6261","1.6261"
"1645","1.7807","1.7807","1.7807"
"1646","1.249","1.249","1.249"
"1647","1.5156","1.5156","1.5156"
"1648","2.1145","2.1145","2.1145"
"1649","1.3968","1.3968","1.3968"
"1650","1.8769","1.8769","1.8769"
"1651","1.6534","1.6534","1.6534"
"1652","1.5602","1.5602","1.5602"
"1653","1.5072","1.5072","1.5072"
"1654","1.3395","1.3395","1.3395"
"1655","1.5131","1.5131","1.5131"
"1656","0.9776","0.9776","0.9776"
"1657","1.3558","1.3558","1.3558"
"1658","1.6948","1.6948","1.6948"
"1659","1.6022","1.6022","1.6022"
"1660","1.1731","1.1731","1.1731"
"1661","1.5315","1.5315","1.5315"
"1662","1.8421","1.8421","1.8421"
"1663","1.3779","1.3779","1.3779"
"1664","1.7682","1.7682","1.7682"
"1665","1.2926","1.2926","1.2926"
"1666","1.4689","1.4689","1.4689"
"1667","1.7094","1.7094","1.7094"
"1668","1.2896","1.2896","1.2896"
"1669","1.3856","1.3856","1.3856"
"1670","1.3932","1.3932","1.3932"
"1671","1.1415","1.1415","1.1415"
"1672","1.873","1.873","1.873"
"1673","1.2853","1.2853","1.2853"
"1674","1.4088","1.4088","1.4088"
"1675","1.6035","1.6035","1.6035"
"1676","1.6998","1.6998","1.6998"
"1677","1.8304","1.8304","1.8304"
"1678","1.2499","1.2499","1.2499"
"1679","1.5765","1.5765","1.5765"
"1680","1.1465","1.1465","1.1465"
"1681","1.7616","1.7616","1.7616"
"1682","1.6372","1.6372","1.6372"
"1683","1.9459","1.9459","1.9459"
"1684","1.7034","1.7034","1.7034"
"1685","1.2973","1.2973","1.2973"
"1686","1.6307","1.6307","1.6307"
"1687","1.45","1.45","1.45"
"1688","1.2057","1.2057","1.2057"
"1689","1.6002","1.6002","1.6002"
"1690","1.1375","1.1375","1.1375"
"1691","1.3871","1.3871","1.3871"
"1692","1.6759","1.6759","1.6759"
"1693","1.6853","1.6853","1.6853"
"1694","1.2815","1.2815","1.2815"
"1695","1.4672","1.4672","1.4672"
"1696","1.7495","1.7495","1.7495"
"1697","1.3993","1.3993","1.3993"
"1698","1.5914","1.5914","1.5914"
"1699","1.6018","1.6018","1.6018"
"1700","1.9601","1.9601","1.9601"
"1701","1.4155","1.4155","1.4155"
"1702","1.6274","1.6274","1.6274"
"1703","1.1139","1.1139","1.1139"
"1704","1.3916","1.3916","1.3916"
"1705","1.435","1.435","1.435"
"1706","1.6578","1.6578","1.6578"
"1707","1.6137","1.6137","1.6137"
"1708","2.125","2.125","2.125"
"1709","1.2238","1.2238","1.2238"
"1710","1.8125","1.8125","1.8125"
"1711","1.7351","1.7351","1.7351"
"1712","1.4294","1.4294","1.4294"
"1713","1.5751","1.5751","1.5751"
"1714","1.5492","1.5492","1.5492"
"1715","1.1209","1.1209","1.1209"
"1716","1.3191","1.3191","1.3191"
"1717","1.8058","1.8058","1.8058"
"1718","1.3195","1.3195","1.3195"
"1719","1.4175","1.4175","1.4175"
"1720","1.1945","1.1945","1.1945"
"1721","1.3811","1.3811","1.3811"
"1722","1.8655","1.8655","1.8655"
"1723","1.6636","1.6636","1.6636"
"1724","1.7547","1.7547","1.7547"
"1725","1.4517","1.4517","1.4517"
"1726","1.4915","1.4915","1.4915"
"1727","1.5632","1.5632","1.5632"
"1728","1.6066","1.6066","1.6066"
"1729","1.5246","1.5246","1.5246"
"1730","1.9463","1.9463","1.9463"
"1731","1.0496","1.0496","1.0496"
"1732","1.2653","1.2653","1.2653"
"1733","1.6466","1.6466","1.6466"
"1734","1.1123","1.1123","1.1123"
"1735","1.4067","1.4067","1.4067"
"1736","1.3369","1.3369","1.3369"
"1737","1.4983","1.4983","1.4983"
"1738","1.3617","1.3617","1.3617"
"1739","1.1052","1.1052","1.1052"
"1740","1.289","1.289","1.289"
"1741","1.6036","1.6036","1.6036"
"1742","1.2048","1.2048","1.2048"
"1743","1.7455","1.7455","1.7455"
"1744","1.6552","1.6552","1.6552"
"1745","1.672","1.672","1.672"
"1746","1.4258","1.4258","1.4258"
"1747","1.6742","1.6742","1.6742"
"1748","1.7591","1.7591","1.7591"
"1749","1.4434","1.4434","1.4434"
"1750","1.5416","1.5416","1.5416"
"1751","1.4372","1.4372","1.4372"
"1752","1.5756","1.5756","1.5756"
"1753","1.8404","1.8404","1.8404"
"1754","1.2317","1.2317","1.2317"
"1755","1.5986","1.5986","1.5986"
"1756","1.6815","1.6815","1.6815"
"1757","1.1376","1.1376","1.1376"
"1758","1.5735","1.5735","1.5735"
"1759","1.3186","1.3186","1.3186"
"1760","1.5862","1.5862","1.5862"
"1761","1.5484","1.5484","1.5484"
"1762","1.4715","1.4715","1.4715"
"1763","1.3458","1.3458","1.3458"
"1764","1.3236","1.3236","1.3236"
"1765","1.6966","1.6966","1.6966"
"1766","1.3257","1.3257","1.3257"
"1767","1.5836","1.5836","1.5836"
"1768","1.8045","1.8045","1.8045"
"1769","1.5692","1.5692","1.5692"
"1770","1.4422","1.4422","1.4422"
"1771","1.5183","1.5183","1.5183"
"1772","1.3785","1.3785","1.3785"
"1773","1.7257","1.7257","1.7257"
"1774","2.0467","2.0467","2.0467"
"1775","1.512","1.512","1.512"
"1776","1.515","1.515","1.515"
"1777","1.6672","1.6672","1.6672"
"1778","1.6423","1.6423","1.6423"
"1779","1.4656","1.4656","1.4656"
"1780","1.3633","1.3633","1.3633"
"1781","1.4991","1.4991","1.4991"
"1782","1.4096","1.4096","1.4096"
"1783","1.1987","1.1987","1.1987"
"1784","1.6765","1.6765","1.6765"
"1785","1.3198","1.3198","1.3198"
"1786","0.8433","0.8433","0.8433"
"1787","1.5024","1.5024","1.5024"
"1788","1.7538","1.7538","1.7538"
"1789","1.6951","1.6951","1.6951"
"1790","1.2322","1.2322","1.2322"
"1791","1.6852","1.6852","1.6852"
"1792","1.1451","1.1451","1.1451"
"1793","1.2776","1.2776","1.2776"
"1794","1.1212","1.1212","1.1212"
"1795","1.5869","1.5869","1.5869"
"1796","1.5802","1.5802","1.5802"
"1797","1.5952","1.5952","1.5952"
"1798","1.4092","1.4092","1.4092"
"1799","0.998","0.998","0.998"
"1800","1.5597","1.5597","1.5597"
"1801","1.1787","1.1787","1.1787"
"1802","1.6876","1.6876","1.6876"
"1803","1.4767","1.4767","1.4767"
"1804","1.6586","1.6586","1.6586"
"1805","1.5761","1.5761","1.5761"
"1806","1.7918","1.7918","1.7918"
"1807","1.4687","1.4687","1.4687"
"1808","1.2987","1.2987","1.2987"
"1809","1.3638","1.3638","1.3638"
"1810","1.2587","1.2587","1.2587"
"1811","1.5791","1.5791","1.5791"
"1812","1.614","1.614","1.614"
"1813","1.3213","1.3213","1.3213"
"1814","1.5056","1.5056","1.5056"
"1815","1.4839","1.4839","1.4839"
"1816","1.1082","1.1082","1.1082"
"1817","1.6369","1.6369","1.6369"
"1818","2.0832","2.0832","2.0832"
"1819","1.5849","1.5849","1.5849"
"1820","2.0479","2.0479","2.0479"
"1821","1.5234","1.5234","1.5234"
"1822","1.863","1.863","1.863"
"1823","1.3802","1.3802","1.3802"
"1824","1.4541","1.4541","1.4541"
"1825","1.8053","1.8053","1.8053"
"1826","1.6334","1.6334","1.6334"
"1827","1.6363","1.6363","1.6363"
"1828","1.2771","1.2771","1.2771"
"1829","1.4022","1.4022","1.4022"
"1830","1.2114","1.2114","1.2114"
"1831","1.6616","1.6616","1.6616"
"1832","1.8285","1.8285","1.8285"
"1833","1.423","1.423","1.423"
"1834","1.4829","1.4829","1.4829"
"1835","1.8078","1.8078","1.8078"
"1836","1.4254","1.4254","1.4254"
"1837","1.4035","1.4035","1.4035"
"1838","1.2368","1.2368","1.2368"
"1839","1.3101","1.3101","1.3101"
"1840","1.2825","1.2825","1.2825"
"1841","1.3721","1.3721","1.3721"
"1842","1.4698","1.4698","1.4698"
"1843","1.6828","1.6828","1.6828"
"1844","1.6045","1.6045","1.6045"
"1845","1.28","1.28","1.28"
"1846","1.6446","1.6446","1.6446"
"1847","1.7195","1.7195","1.7195"
"1848","1.466","1.466","1.466"
"1849","1.4817","1.4817","1.4817"
"1850","1.3345","1.3345","1.3345"
"1851","1.9892","1.9892","1.9892"
"1852","1.119","1.119","1.119"
"1853","1.2541","1.2541","1.2541"
"1854","1.433","1.433","1.433"
"1855","1.8519","1.8519","1.8519"
"1856","1.6575","1.6575","1.6575"
"1857","1.4966","1.4966","1.4966"
"1858","1.269","1.269","1.269"
"1859","1.9729","1.9729","1.9729"
"1860","2.0323","2.0323","2.0323"
"1861","1.7451","1.7451","1.7451"
"1862","1.5931","1.5931","1.5931"
"1863","1.5293","1.5293","1.5293"
"1864","1.6245","1.6245","1.6245"
"1865","1.7174","1.7174","1.7174"
"1866","1.8376","1.8376","1.8376"
"1867","1.5408","1.5408","1.5408"
"1868","1.2461","1.2461","1.2461"
"1869","1.538","1.538","1.538"
"1870","0.9982","0.9982","0.9982"
"1871","1.3788","1.3788","1.3788"
"1872","1.1601","1.1601","1.1601"
"1873","1.595","1.595","1.595"
"1874","1.4648","1.4648","1.4648"
"1875","1.359","1.359","1.359"
"1876","1.0035","1.0035","1.0035"
"1877","1.3415","1.3415","1.3415"
"1878","1.7419","1.7419","1.7419"
"1879","1.2502","1.2502","1.2502"
"1880","1.4989","1.4989","1.4989"
"1881","1.4782","1.4782","1.4782"
"1882","1.3012","1.3012","1.3012"
"1883","1.0801","1.0801","1.0801"
"1884","1.6845","1.6845","1.6845"
"1885","1.2987","1.2987","1.2987"
"1886","2.0804","2.0804","2.0804"
"1887","1.2403","1.2403","1.2403"
"1888","1.7961","1.7961","1.7961"
"1889","1.7919","1.7919","1.7919"
"1890","1.6093","1.6093","1.6093"
"1891","1.9889","1.9889","1.9889"
"1892","1.2804","1.2804","1.2804"
"1893","1.5232","1.5232","1.5232"
"1894","1.6279","1.6279","1.6279"
"1895","2.182","2.182","2.182"
"1896","1.3003","1.3003","1.3003"
"1897","1.2624","1.2624","1.2624"
"1898","1.7624","1.7624","1.7624"
"1899","1.535","1.535","1.535"
"1900","1.4421","1.4421","1.4421"
"1901","1.69","1.69","1.69"
"1902","1.6825","1.6825","1.6825"
"1903","1.4629","1.4629","1.4629"
"1904","1.4254","1.4254","1.4254"
"1905","1.6328","1.6328","1.6328"
"1906","1.1328","1.1328","1.1328"
"1907","2.2336","2.2336","2.2336"
"1908","1.4716","1.4716","1.4716"
"1909","1.0883","1.0883","1.0883"
"1910","1.5542","1.5542","1.5542"
"1911","1.6651","1.6651","1.6651"
"1912","1.1067","1.1067","1.1067"
"1913","1.7926","1.7926","1.7926"
"1914","1.8573","1.8573","1.8573"
"1915","1.2249","1.2249","1.2249"
"1916","1.1594","1.1594","1.1594"
"1917","2.1573","2.1573","2.1573"
"1918","1.5769","1.5769","1.5769"
"1919","1.5424","1.5424","1.5424"
"1920","1.6988","1.6988","1.6988"
"1921","1.7205","1.7205","1.7205"
"1922","1.1116","1.1116","1.1116"
"1923","1.9311","1.9311","1.9311"
"1924","2.248","2.248","2.248"
"1925","1.6036","1.6036","1.6036"
"1926","1.7243","1.7243","1.7243"
"1927","1.553","1.553","1.553"
"1928","1.5799","1.5799","1.5799"
"1929","1.7836","1.7836","1.7836"
"1930","1.8914","1.8914","1.8914"
"1931","1.6772","1.6772","1.6772"
"1932","1.1909","1.1909","1.1909"
"1933","1.0707","1.0707","1.0707"
"1934","1.298","1.298","1.298"
"1935","1.3941","1.3941","1.3941"
"1936","1.4143","1.4143","1.4143"
"1937","2.2054","2.2054","2.2054"
"1938","1.1825","1.1825","1.1825"
"1939","1.5414","1.5414","1.5414"
"1940","1.7855","1.7855","1.7855"
"1941","1.595","1.595","1.595"
"1942","1.5252","1.5252","1.5252"
"1943","1.273","1.273","1.273"
"1944","1.4535","1.4535","1.4535"
"1945","1.788","1.788","1.788"
"1946","1.4874","1.4874","1.4874"
"1947","1.2283","1.2283","1.2283"
"1948","1.7193","1.7193","1.7193"
"1949","1.0724","1.0724","1.0724"
"1950","1.5085","1.5085","1.5085"
"1951","1.1861","1.1861","1.1861"
"1952","1.7157","1.7157","1.7157"
"1953","1.2882","1.2882","1.2882"
"1954","1.5822","1.5822","1.5822"
"1955","1.5866","1.5866","1.5866"
"1956","1.7672","1.7672","1.7672"
"1957","1.673","1.673","1.673"
"1958","1.6635","1.6635","1.6635"
"1959","1.1245","1.1245","1.1245"
"1960","1.7017","1.7017","1.7017"
"1961","1.4505","1.4505","1.4505"
"1962","2.058","2.058","2.058"
"1963","1.0786","1.0786","1.0786"
"1964","1.4767","1.4767","1.4767"
"1965","1.5868","1.5868","1.5868"
"1966","2.2743","2.2743","2.2743"
"1967","1.4358","1.4358","1.4358"
"1968","1.1648","1.1648","1.1648"
"1969","1.2424","1.2424","1.2424"
"1970","1.3302","1.3302","1.3302"
"1971","1.3737","1.3737","1.3737"
"1972","1.8708","1.8708","1.8708"
"1973","1.481","1.481","1.481"
"1974","1.6099","1.6099","1.6099"
"1975","1.2981","1.2981","1.2981"
"1976","1.693","1.693","1.693"
"1977","1.5151","1.5151","1.5151"
"1978","1.6133","1.6133","1.6133"
"1979","2.3096","2.3096","2.3096"
"1980","1.5037","1.5037","1.5037"
"1981","1.4602","1.4602","1.4602"
"1982","1.4894","1.4894","1.4894"
"1983","1.7835","1.7835","1.7835"
"1984","1.4839","1.4839","1.4839"
"1985","1.42","1.42","1.42"
"1986","1.6033","1.6033","1.6033"
"1987","1.3265","1.3265","1.3265"
"1988","1.2288","1.2288","1.2288"
"1989","1.4269","1.4269","1.4269"
"1990","1.6496","1.6496","1.6496"
"1991","1.479","1.479","1.479"
"1992","1.494","1.494","1.494"
"1993","1.8368","1.8368","1.8368"
"1994","1.5679","1.5679","1.5679"
"1995","1.7383","1.7383","1.7383"
"1996","1.2994","1.2994","1.2994"
"1997","1.3869","1.3869","1.3869"
"1998","1.6063","1.6063","1.6063"
"1999","1.4411","1.4411","1.4411"
"2000","1.2845","1.2845","1.2845"
"2001","1.527","1.527","1.527"
"2002","1.7003","1.7003","1.7003"
"2003","1.9008","1.9008","1.9008"
"2004","1.8975","1.8975","1.8975"
"2005","1.5828","1.5828","1.5828"
"2006","1.7062","1.7062","1.7062"
"2007","1.8507","1.8507","1.8507"
"2008","1.5823","1.5823","1.5823"
"2009","1.3847","1.3847","1.3847"
"2010","1.342","1.342","1.342"
"2011","1.4908","1.4908","1.4908"
"2012","1.5578","1.5578","1.5578"
"2013","1.5294","1.5294","1.5294"
"2014","1.5579","1.5579","1.5579"
"2015","1.2454","1.2454","1.2454"
"2016","1.5816","1.5816","1.5816"
"2017","1.6799","1.6799","1.6799"
"2018","1.5406","1.5406","1.5406"
"2019","1.7942","1.7942","1.7942"
"2020","1.2781","1.2781","1.2781"
"2021","1.4323","1.4323","1.4323"
"2022","1.4321","1.4321","1.4321"
"2023","1.6631","1.6631","1.6631"
"2024","1.3744","1.3744","1.3744"
"2025","1.655","1.655","1.655"
"2026","1.4435","1.4435","1.4435"
"2027","1.565","1.565","1.565"
"2028","1.5099","1.5099","1.5099"
"2029","1.3536","1.3536","1.3536"
"2030","1.8481","1.8481","1.8481"
"2031","1.7193","1.7193","1.7193"
"2032","1.4575","1.4575","1.4575"
"2033","1.253","1.253","1.253"
"2034","1.5303","1.5303","1.5303"
"2035","1.2815","1.2815","1.2815"
"2036","1.1739","1.1739","1.1739"
"2037","1.1653","1.1653","1.1653"
"2038","1.4517","1.4517","1.4517"
"2039","1.6165","1.6165","1.6165"
"2040","1.0698","1.0698","1.0698"
"2041","0.9845","0.9845","0.9845"
"2042","1.3291","1.3291","1.3291"
"2043","1.4116","1.4116","1.4116"
"2044","1.2458","1.2458","1.2458"
"2045","1.6928","1.6928","1.6928"
"2046","1.3254","1.3254","1.3254"
"2047","1.6991","1.6991","1.6991"
"2048","1.4551","1.4551","1.4551"
"2049","1.4105","1.4105","1.4105"
"2050","1.6723","1.6723","1.6723"
"2051","1.6922","1.6922","1.6922"
"2052","1.2348","1.2348","1.2348"
"2053","1.728","1.728","1.728"
"2054","1.3936","1.3936","1.3936"
"2055","1.3355","1.3355","1.3355"
"2056","1.3737","1.3737","1.3737"
"2057","1.6045","1.6045","1.6045"
"2058","1.7642","1.7642","1.7642"
"2059","1.2002","1.2002","1.2002"
"2060","1.6146","1.6146","1.6146"
"2061","1.3002","1.3002","1.3002"
"2062","1.454","1.454","1.454"
"2063","1.6358","1.6358","1.6358"
"2064","1.5605","1.5605","1.5605"
"2065","1.3115","1.3115","1.3115"
"2066","1.3661","1.3661","1.3661"
"2067","1.3607","1.3607","1.3607"
"2068","1.6169","1.6169","1.6169"
"2069","1.642","1.642","1.642"
"2070","1.6838","1.6838","1.6838"
"2071","1.3527","1.3527","1.3527"
"2072","1.609","1.609","1.609"
"2073","1.1024","1.1024","1.1024"
"2074","1.588","1.588","1.588"
"2075","1.6311","1.6311","1.6311"
"2076","1.4864","1.4864","1.4864"
"2077","1.5249","1.5249","1.5249"
"2078","2.2067","2.2067","2.2067"
"2079","1.6226","1.6226","1.6226"
"2080","1.3338","1.3338","1.3338"
"2081","1.598","1.598","1.598"
"2082","1.3415","1.3415","1.3415"
"2083","1.669","1.669","1.669"
"2084","1.5704","1.5704","1.5704"
"2085","1.696","1.696","1.696"
"2086","1.2817","1.2817","1.2817"
"2087","1.4801","1.4801","1.4801"
"2088","1.1992","1.1992","1.1992"
"2089","1.1588","1.1588","1.1588"
"2090","1.668","1.668","1.668"
"2091","1.3972","1.3972","1.3972"
"2092","1.6578","1.6578","1.6578"
"2093","1.3963","1.3963","1.3963"
"2094","1.2911","1.2911","1.2911"
"2095","1.5513","1.5513","1.5513"
"2096","1.3954","1.3954","1.3954"
"2097","1.3092","1.3092","1.3092"
"2098","1.1825","1.1825","1.1825"
"2099","2.0192","2.0192","2.0192"
"2100","1.193","1.193","1.193"
"2101","1.5374","1.5374","1.5374"
"2102","1.0917","1.0917","1.0917"
"2103","1.4611","1.4611","1.4611"
"2104","1.7907","1.7907","1.7907"
"2105","1.2408","1.2408","1.2408"
"2106","1.2779","1.2779","1.2779"
"2107","1.6867","1.6867","1.6867"
"2108","1.7965","1.7965","1.7965"
"2109","1.0725","1.0725","1.0725"
"2110","1.8632","1.8632","1.8632"
"2111","1.6682","1.6682","1.6682"
"2112","1.5628","1.5628","1.5628"
"2113","2.0451","2.0451","2.0451"
"2114","1.6614","1.6614","1.6614"
"2115","1.4447","1.4447","1.4447"
"2116","1.3355","1.3355","1.3355"
"2117","1.632","1.632","1.632"
"2118","1.5783","1.5783","1.5783"
"2119","1.6776","1.6776","1.6776"
"2120","1.5864","1.5864","1.5864"
"2121","1.6713","1.6713","1.6713"
"2122","1.3894","1.3894","1.3894"
"2123","1.2666","1.2666","1.2666"
"2124","1.1531","1.1531","1.1531"
"2125","1.7429","1.7429","1.7429"
"2126","1.5634","1.5634","1.5634"
"2127","1.6606","1.6606","1.6606"
"2128","1.5727","1.5727","1.5727"
"2129","1.146","1.146","1.146"
"2130","1.3304","1.3304","1.3304"
"2131","1.3253","1.3253","1.3253"
"2132","1.6851","1.6851","1.6851"
"2133","1.51","1.51","1.51"
"2134","1.5726","1.5726","1.5726"
"2135","1.2829","1.2829","1.2829"
"2136","1.1171","1.1171","1.1171"
"2137","1.5104","1.5104","1.5104"
"2138","1.4919","1.4919","1.4919"
"2139","1.4802","1.4802","1.4802"
"2140","2.0126","2.0126","2.0126"
"2141","1.8063","1.8063","1.8063"
"2142","1.4631","1.4631","1.4631"
"2143","1.2807","1.2807","1.2807"
"2144","1.4828","1.4828","1.4828"
"2145","1.6341","1.6341","1.6341"
"2146","1.7393","1.7393","1.7393"
"2147","1.5948","1.5948","1.5948"
"2148","1.354","1.354","1.354"
"2149","1.961","1.961","1.961"
"2150","1.3822","1.3822","1.3822"
"2151","1.5565","1.5565","1.5565"
"2152","1.8223","1.8223","1.8223"
"2153","1.7175","1.7175","1.7175"
"2154","1.8126","1.8126","1.8126"
"2155","1.6927","1.6927","1.6927"
"2156","1.6281","1.6281","1.6281"
"2157","1.0685","1.0685","1.0685"
"2158","1.2255","1.2255","1.2255"
"2159","1.4084","1.4084","1.4084"
"2160","1.3536","1.3536","1.3536"
"2161","1.5535","1.5535","1.5535"
"2162","1.541","1.541","1.541"
"2163","1.0442","1.0442","1.0442"
"2164","1.4871","1.4871","1.4871"
"2165","1.9262","1.9262","1.9262"
"2166","2.0039","2.0039","2.0039"
"2167","1.3669","1.3669","1.3669"
"2168","1.5361","1.5361","1.5361"
"2169","2.163","2.163","2.163"
"2170","1.425","1.425","1.425"
"2171","1.3147","1.3147","1.3147"
"2172","1.2741","1.2741","1.2741"
"2173","1.8492","1.8492","1.8492"
"2174","1.7195","1.7195","1.7195"
"2175","1.4476","1.4476","1.4476"
"2176","1.7191","1.7191","1.7191"
"2177","1.2699","1.2699","1.2699"
"2178","1.2795","1.2795","1.2795"
"2179","1.2348","1.2348","1.2348"
"2180","1.495","1.495","1.495"
"2181","1.6256","1.6256","1.6256"
"2182","1.1247","1.1247","1.1247"
"2183","1.3355","1.3355","1.3355"
"2184","1.6071","1.6071","1.6071"
"2185","1.2453","1.2453","1.2453"
"2186","1.4572","1.4572","1.4572"
"2187","1.0589","1.0589","1.0589"
"2188","2.3084","2.3084","2.3084"
"2189","1.2264","1.2264","1.2264"
"2190","1.2879","1.2879","1.2879"
"2191","1.3751","1.3751","1.3751"
"2192","1.3995","1.3995","1.3995"
"2193","1.4227","1.4227","1.4227"
"2194","2.5503","2.5503","2.5503"
"2195","1.7039","1.7039","1.7039"
"2196","1.6681","1.6681","1.6681"
"2197","1.7572","1.7572","1.7572"
"2198","1.3572","1.3572","1.3572"
"2199","1.9014","1.9014","1.9014"
"2200","1.573","1.573","1.573"
"2201","1.3097","1.3097","1.3097"
"2202","1.9112","1.9112","1.9112"
"2203","1.4956","1.4956","1.4956"
"2204","1.6198","1.6198","1.6198"
"2205","1.3486","1.3486","1.3486"
"2206","1.7547","1.7547","1.7547"
"2207","1.8026","1.8026","1.8026"
"2208","1.8095","1.8095","1.8095"
"2209","1.5526","1.5526","1.5526"
"2210","1.386","1.386","1.386"
"2211","2.1537","2.1537","2.1537"
"2212","1.4077","1.4077","1.4077"
"2213","1.3564","1.3564","1.3564"
"2214","1.856","1.856","1.856"
"2215","1.5425","1.5425","1.5425"
"2216","1.5919","1.5919","1.5919"
"2217","1.5426","1.5426","1.5426"
"2218","2.0763","2.0763","2.0763"
"2219","1.5687","1.5687","1.5687"
"2220","1.5226","1.5226","1.5226"
"2221","1.3083","1.3083","1.3083"
"2222","1.5869","1.5869","1.5869"
"2223","1.3791","1.3791","1.3791"
"2224","1.056","1.056","1.056"
"2225","1.2323","1.2323","1.2323"
"2226","1.3937","1.3937","1.3937"
"2227","1.706","1.706","1.706"
"2228","1.8487","1.8487","1.8487"
"2229","1.8414","1.8414","1.8414"
"2230","1.8574","1.8574","1.8574"
"2231","1.4475","1.4475","1.4475"
"2232","1.4142","1.4142","1.4142"
"2233","1.4292","1.4292","1.4292"
"2234","1.4796","1.4796","1.4796"
"2235","1.5426","1.5426","1.5426"
"2236","1.7625","1.7625","1.7625"
"2237","1.811","1.811","1.811"
"2238","1.6038","1.6038","1.6038"
"2239","1.4987","1.4987","1.4987"
"2240","1.5185","1.5185","1.5185"
"2241","1.8796","1.8796","1.8796"
"2242","1.2912","1.2912","1.2912"
"2243","1.6466","1.6466","1.6466"
"2244","1.6502","1.6502","1.6502"
"2245","2.0239","2.0239","2.0239"
