"Step","solar-firebrand-9 - train/loss","solar-firebrand-9 - train/loss__MIN","solar-firebrand-9 - train/loss__MAX"
"735","1.5927","1.5927","1.5927"
"736","1.303","1.303","1.303"
"737","1.3175","1.3175","1.3175"
"738","1.5959","1.5959","1.5959"
"739","1.2941","1.2941","1.2941"
"740","1.1955","1.1955","1.1955"
"741","1.5122","1.5122","1.5122"
"742","1.5424","1.5424","1.5424"
"743","1.2874","1.2874","1.2874"
"744","1.3051","1.3051","1.3051"
"745","1.4188","1.4188","1.4188"
"746","1.3225","1.3225","1.3225"
"747","1.37","1.37","1.37"
"748","1.5913","1.5913","1.5913"
"749","1.4295","1.4295","1.4295"
"750","1.9177","1.9177","1.9177"
"751","1.5581","1.5581","1.5581"
"752","1.4947","1.4947","1.4947"
"753","1.7763","1.7763","1.7763"
"754","1.4985","1.4985","1.4985"
"755","1.4583","1.4583","1.4583"
"756","1.1411","1.1411","1.1411"
"757","1.3755","1.3755","1.3755"
"758","1.3581","1.3581","1.3581"
"759","1.4446","1.4446","1.4446"
"760","1.3892","1.3892","1.3892"
"761","1.6944","1.6944","1.6944"
"762","1.7415","1.7415","1.7415"
"763","1.2163","1.2163","1.2163"
"764","1.601","1.601","1.601"
"765","1.4553","1.4553","1.4553"
"766","1.7256","1.7256","1.7256"
"767","1.6054","1.6054","1.6054"
"768","1.1724","1.1724","1.1724"
"769","1.2491","1.2491","1.2491"
"770","1.5562","1.5562","1.5562"
"771","1.6202","1.6202","1.6202"
"772","1.6055","1.6055","1.6055"
"773","1.4058","1.4058","1.4058"
"774","1.3339","1.3339","1.3339"
"775","1.5458","1.5458","1.5458"
"776","1.7287","1.7287","1.7287"
"777","1.3973","1.3973","1.3973"
"778","1.4884","1.4884","1.4884"
"779","1.4968","1.4968","1.4968"
"780","1.3217","1.3217","1.3217"
"781","1.7088","1.7088","1.7088"
"782","1.5936","1.5936","1.5936"
"783","1.3705","1.3705","1.3705"
"784","1.4412","1.4412","1.4412"
"785","1.4835","1.4835","1.4835"
"786","1.6257","1.6257","1.6257"
"787","1.8958","1.8958","1.8958"
"788","1.6956","1.6956","1.6956"
"789","1.4792","1.4792","1.4792"
"790","1.864","1.864","1.864"
"791","1.5404","1.5404","1.5404"
"792","1.4147","1.4147","1.4147"
"793","2.1954","2.1954","2.1954"
"794","1.5557","1.5557","1.5557"
"795","1.4891","1.4891","1.4891"
"796","1.1205","1.1205","1.1205"
"797","1.8044","1.8044","1.8044"
"798","1.3214","1.3214","1.3214"
"799","1.4474","1.4474","1.4474"
"800","1.3377","1.3377","1.3377"
"801","1.4495","1.4495","1.4495"
"802","1.75","1.75","1.75"
"803","1.4683","1.4683","1.4683"
"804","1.4094","1.4094","1.4094"
"805","1.5016","1.5016","1.5016"
"806","1.6121","1.6121","1.6121"
"807","1.5787","1.5787","1.5787"
"808","1.8267","1.8267","1.8267"
"809","1.4545","1.4545","1.4545"
"810","1.1216","1.1216","1.1216"
"811","1.3031","1.3031","1.3031"
"812","1.5812","1.5812","1.5812"
"813","1.4275","1.4275","1.4275"
"814","1.3725","1.3725","1.3725"
"815","1.9041","1.9041","1.9041"
"816","1.2979","1.2979","1.2979"
"817","1.2169","1.2169","1.2169"
"818","1.5193","1.5193","1.5193"
"819","1.0641","1.0641","1.0641"
"820","1.4626","1.4626","1.4626"
"821","1.8814","1.8814","1.8814"
"822","1.325","1.325","1.325"
"823","1.7279","1.7279","1.7279"
"824","1.5817","1.5817","1.5817"
"825","1.6737","1.6737","1.6737"
"826","1.5459","1.5459","1.5459"
"827","1.5209","1.5209","1.5209"
"828","1.6393","1.6393","1.6393"
"829","1.5234","1.5234","1.5234"
"830","1.1334","1.1334","1.1334"
"831","1.3825","1.3825","1.3825"
"832","1.7904","1.7904","1.7904"
"833","1.5427","1.5427","1.5427"
"834","1.4223","1.4223","1.4223"
"835","1.5865","1.5865","1.5865"
"836","1.3296","1.3296","1.3296"
"837","1.4754","1.4754","1.4754"
"838","1.3044","1.3044","1.3044"
"839","1.947","1.947","1.947"
"840","1.4093","1.4093","1.4093"
"841","1.4769","1.4769","1.4769"
"842","1.4065","1.4065","1.4065"
"843","1.5711","1.5711","1.5711"
"844","1.5156","1.5156","1.5156"
"845","1.5291","1.5291","1.5291"
"846","1.2294","1.2294","1.2294"
"847","2.0722","2.0722","2.0722"
"848","1.3254","1.3254","1.3254"
"849","1.377","1.377","1.377"
"850","1.4314","1.4314","1.4314"
"851","1.558","1.558","1.558"
"852","1.1819","1.1819","1.1819"
"853","1.9792","1.9792","1.9792"
"854","1.6728","1.6728","1.6728"
"855","1.37","1.37","1.37"
"856","1.7081","1.7081","1.7081"
"857","1.6423","1.6423","1.6423"
"858","1.6427","1.6427","1.6427"
"859","1.659","1.659","1.659"
"860","1.4912","1.4912","1.4912"
"861","1.1833","1.1833","1.1833"
"862","1.542","1.542","1.542"
"863","1.4156","1.4156","1.4156"
"864","1.7355","1.7355","1.7355"
"865","1.6014","1.6014","1.6014"
"866","1.174","1.174","1.174"
"867","1.2196","1.2196","1.2196"
"868","1.2179","1.2179","1.2179"
"869","1.4731","1.4731","1.4731"
"870","1.4186","1.4186","1.4186"
"871","1.3265","1.3265","1.3265"
"872","1.5012","1.5012","1.5012"
"873","1.6591","1.6591","1.6591"
"874","1.2585","1.2585","1.2585"
"875","1.6149","1.6149","1.6149"
"876","1.1982","1.1982","1.1982"
"877","1.3487","1.3487","1.3487"
"878","1.4348","1.4348","1.4348"
"879","1.5798","1.5798","1.5798"
"880","1.2453","1.2453","1.2453"
"881","1.4597","1.4597","1.4597"
"882","1.4177","1.4177","1.4177"
"883","1.3312","1.3312","1.3312"
"884","1.3807","1.3807","1.3807"
"885","1.4577","1.4577","1.4577"
"886","1.2013","1.2013","1.2013"
"887","1.8606","1.8606","1.8606"
"888","1.1004","1.1004","1.1004"
"889","1.2848","1.2848","1.2848"
"890","1.3271","1.3271","1.3271"
"891","1.8106","1.8106","1.8106"
"892","1.6279","1.6279","1.6279"
"893","2.1263","2.1263","2.1263"
"894","1.4552","1.4552","1.4552"
"895","1.7781","1.7781","1.7781"
"896","1.3892","1.3892","1.3892"
"897","1.5301","1.5301","1.5301"
"898","1.5814","1.5814","1.5814"
"899","1.1505","1.1505","1.1505"
"900","1.6845","1.6845","1.6845"
"901","1.6485","1.6485","1.6485"
"902","1.5769","1.5769","1.5769"
"903","1.3327","1.3327","1.3327"
"904","1.4651","1.4651","1.4651"
"905","1.783","1.783","1.783"
"906","1.5618","1.5618","1.5618"
"907","1.1857","1.1857","1.1857"
"908","1.4115","1.4115","1.4115"
"909","1.5377","1.5377","1.5377"
"910","1.4925","1.4925","1.4925"
"911","1.204","1.204","1.204"
"912","1.4718","1.4718","1.4718"
"913","1.5821","1.5821","1.5821"
"914","1.7586","1.7586","1.7586"
"915","1.4727","1.4727","1.4727"
"916","1.4585","1.4585","1.4585"
"917","1.3261","1.3261","1.3261"
"918","1.6993","1.6993","1.6993"
"919","1.3733","1.3733","1.3733"
"920","1.3575","1.3575","1.3575"
"921","1.1093","1.1093","1.1093"
"922","1.6008","1.6008","1.6008"
"923","1.2886","1.2886","1.2886"
"924","1.5809","1.5809","1.5809"
"925","1.6285","1.6285","1.6285"
"926","1.6045","1.6045","1.6045"
"927","1.3811","1.3811","1.3811"
"928","1.7663","1.7663","1.7663"
"929","1.1778","1.1778","1.1778"
"930","1.246","1.246","1.246"
"931","1.3269","1.3269","1.3269"
"932","1.2683","1.2683","1.2683"
"933","1.213","1.213","1.213"
"934","1.6553","1.6553","1.6553"
"935","1.2813","1.2813","1.2813"
"936","1.4869","1.4869","1.4869"
"937","1.3545","1.3545","1.3545"
"938","1.5107","1.5107","1.5107"
"939","1.6794","1.6794","1.6794"
"940","1.3369","1.3369","1.3369"
"941","1.5157","1.5157","1.5157"
"942","1.3467","1.3467","1.3467"
"943","1.4167","1.4167","1.4167"
"944","1.2547","1.2547","1.2547"
"945","1.5242","1.5242","1.5242"
"946","1.4019","1.4019","1.4019"
"947","1.31","1.31","1.31"
"948","1.6312","1.6312","1.6312"
"949","1.4705","1.4705","1.4705"
"950","1.2883","1.2883","1.2883"
"951","1.7051","1.7051","1.7051"
"952","2.0319","2.0319","2.0319"
"953","1.7134","1.7134","1.7134"
"954","1.318","1.318","1.318"
"955","1.6044","1.6044","1.6044"
"956","1.6032","1.6032","1.6032"
"957","1.5055","1.5055","1.5055"
"958","1.4439","1.4439","1.4439"
"959","1.2783","1.2783","1.2783"
"960","1.4719","1.4719","1.4719"
"961","1.3309","1.3309","1.3309"
"962","1.1091","1.1091","1.1091"
"963","1.439","1.439","1.439"
"964","1.243","1.243","1.243"
"965","1.5675","1.5675","1.5675"
"966","1.5407","1.5407","1.5407"
"967","1.2563","1.2563","1.2563"
"968","1.4464","1.4464","1.4464"
"969","1.0363","1.0363","1.0363"
"970","1.5066","1.5066","1.5066"
"971","1.6898","1.6898","1.6898"
"972","1.3199","1.3199","1.3199"
"973","1.4727","1.4727","1.4727"
"974","1.8243","1.8243","1.8243"
"975","1.2793","1.2793","1.2793"
"976","1.5438","1.5438","1.5438"
"977","1.5038","1.5038","1.5038"
"978","1.3156","1.3156","1.3156"
"979","1.4707","1.4707","1.4707"
"980","1.6069","1.6069","1.6069"
"981","1.813","1.813","1.813"
"982","1.359","1.359","1.359"
"983","1.8615","1.8615","1.8615"
"984","1.2875","1.2875","1.2875"
"985","1.6362","1.6362","1.6362"
"986","1.6447","1.6447","1.6447"
"987","1.9968","1.9968","1.9968"
"988","1.8083","1.8083","1.8083"
"989","1.7367","1.7367","1.7367"
"990","1.313","1.313","1.313"
"991","1.3039","1.3039","1.3039"
"992","1.4431","1.4431","1.4431"
"993","1.7693","1.7693","1.7693"
"994","1.3811","1.3811","1.3811"
"995","1.4422","1.4422","1.4422"
"996","1.4619","1.4619","1.4619"
"997","1.4172","1.4172","1.4172"
"998","1.7238","1.7238","1.7238"
"999","1.3917","1.3917","1.3917"
"1000","1.4784","1.4784","1.4784"
"1001","1.5178","1.5178","1.5178"
"1002","1.35","1.35","1.35"
"1003","1.3939","1.3939","1.3939"
"1004","1.2424","1.2424","1.2424"
"1005","1.6889","1.6889","1.6889"
"1006","1.4147","1.4147","1.4147"
"1007","1.6241","1.6241","1.6241"
"1008","1.6869","1.6869","1.6869"
"1009","1.2847","1.2847","1.2847"
"1010","1.4158","1.4158","1.4158"
"1011","1.4874","1.4874","1.4874"
"1012","1.2383","1.2383","1.2383"
"1013","1.616","1.616","1.616"
"1014","1.5049","1.5049","1.5049"
"1015","1.8804","1.8804","1.8804"
"1016","1.3035","1.3035","1.3035"
"1017","1.5801","1.5801","1.5801"
"1018","1.4631","1.4631","1.4631"
"1019","1.5007","1.5007","1.5007"
"1020","1.3088","1.3088","1.3088"
"1021","1.3051","1.3051","1.3051"
"1022","1.4508","1.4508","1.4508"
"1023","1.5179","1.5179","1.5179"
"1024","1.1421","1.1421","1.1421"
"1025","1.8668","1.8668","1.8668"
"1026","1.6963","1.6963","1.6963"
"1027","1.2359","1.2359","1.2359"
"1028","1.4758","1.4758","1.4758"
"1029","1.433","1.433","1.433"
"1030","1.4725","1.4725","1.4725"
"1031","1.3382","1.3382","1.3382"
"1032","1.8569","1.8569","1.8569"
"1033","1.4473","1.4473","1.4473"
"1034","1.3159","1.3159","1.3159"
"1035","1.5","1.5","1.5"
"1036","1.8359","1.8359","1.8359"
"1037","1.4416","1.4416","1.4416"
"1038","1.8639","1.8639","1.8639"
"1039","1.3903","1.3903","1.3903"
"1040","1.1801","1.1801","1.1801"
"1041","1.0933","1.0933","1.0933"
"1042","1.5552","1.5552","1.5552"
"1043","1.6098","1.6098","1.6098"
"1044","1.8575","1.8575","1.8575"
"1045","1.5146","1.5146","1.5146"
"1046","1.5181","1.5181","1.5181"
"1047","1.4138","1.4138","1.4138"
"1048","1.6854","1.6854","1.6854"
"1049","1.896","1.896","1.896"
"1050","1.7769","1.7769","1.7769"
"1051","1.1978","1.1978","1.1978"
"1052","1.4682","1.4682","1.4682"
"1053","1.6001","1.6001","1.6001"
"1054","1.5149","1.5149","1.5149"
"1055","1.6621","1.6621","1.6621"
"1056","1.6011","1.6011","1.6011"
"1057","1.1345","1.1345","1.1345"
"1058","1.3152","1.3152","1.3152"
"1059","1.7336","1.7336","1.7336"
"1060","1.3368","1.3368","1.3368"
"1061","1.6616","1.6616","1.6616"
"1062","1.4973","1.4973","1.4973"
"1063","1.5922","1.5922","1.5922"
"1064","1.7789","1.7789","1.7789"
"1065","1.6279","1.6279","1.6279"
"1066","1.7892","1.7892","1.7892"
"1067","1.6891","1.6891","1.6891"
"1068","1.404","1.404","1.404"
"1069","1.4713","1.4713","1.4713"
"1070","1.2299","1.2299","1.2299"
"1071","1.7458","1.7458","1.7458"
"1072","1.5622","1.5622","1.5622"
"1073","1.2532","1.2532","1.2532"
"1074","1.2448","1.2448","1.2448"
"1075","1.5741","1.5741","1.5741"
"1076","1.5015","1.5015","1.5015"
"1077","1.3298","1.3298","1.3298"
"1078","1.5543","1.5543","1.5543"
"1079","1.4773","1.4773","1.4773"
"1080","1.8318","1.8318","1.8318"
"1081","1.8266","1.8266","1.8266"
"1082","1.6747","1.6747","1.6747"
"1083","2.1115","2.1115","2.1115"
"1084","1.3795","1.3795","1.3795"
"1085","1.6367","1.6367","1.6367"
"1086","1.5013","1.5013","1.5013"
"1087","1.5815","1.5815","1.5815"
"1088","1.6243","1.6243","1.6243"
"1089","1.6635","1.6635","1.6635"
"1090","1.4779","1.4779","1.4779"
"1091","1.4945","1.4945","1.4945"
"1092","1.7913","1.7913","1.7913"
"1093","1.2928","1.2928","1.2928"
"1094","1.4616","1.4616","1.4616"
"1095","1.5321","1.5321","1.5321"
"1096","1.7321","1.7321","1.7321"
"1097","1.3321","1.3321","1.3321"
"1098","1.6868","1.6868","1.6868"
"1099","1.7043","1.7043","1.7043"
"1100","1.8348","1.8348","1.8348"
"1101","1.6845","1.6845","1.6845"
"1102","1.4718","1.4718","1.4718"
"1103","1.3318","1.3318","1.3318"
"1104","1.2069","1.2069","1.2069"
"1105","1.5017","1.5017","1.5017"
"1106","1.4518","1.4518","1.4518"
"1107","1.3235","1.3235","1.3235"
"1108","1.5941","1.5941","1.5941"
"1109","1.7126","1.7126","1.7126"
"1110","1.4053","1.4053","1.4053"
"1111","1.5359","1.5359","1.5359"
"1112","1.3305","1.3305","1.3305"
"1113","1.3803","1.3803","1.3803"
"1114","1.3217","1.3217","1.3217"
"1115","1.3803","1.3803","1.3803"
"1116","1.3597","1.3597","1.3597"
"1117","1.7708","1.7708","1.7708"
"1118","1.5813","1.5813","1.5813"
"1119","1.4625","1.4625","1.4625"
"1120","1.2918","1.2918","1.2918"
"1121","1.7581","1.7581","1.7581"
"1122","1.7806","1.7806","1.7806"
"1123","1.4509","1.4509","1.4509"
"1124","1.449","1.449","1.449"
"1125","1.2993","1.2993","1.2993"
"1126","1.2719","1.2719","1.2719"
"1127","1.3485","1.3485","1.3485"
"1128","1.6323","1.6323","1.6323"
"1129","1.4426","1.4426","1.4426"
"1130","1.5152","1.5152","1.5152"
"1131","1.4565","1.4565","1.4565"
"1132","1.6163","1.6163","1.6163"
"1133","1.7088","1.7088","1.7088"
"1134","1.4659","1.4659","1.4659"
"1135","1.2377","1.2377","1.2377"
"1136","1.4577","1.4577","1.4577"
"1137","1.4899","1.4899","1.4899"
"1138","2.0111","2.0111","2.0111"
"1139","1.2509","1.2509","1.2509"
"1140","1.7827","1.7827","1.7827"
"1141","1.436","1.436","1.436"
"1142","1.6333","1.6333","1.6333"
"1143","1.395","1.395","1.395"
"1144","1.5137","1.5137","1.5137"
"1145","1.4058","1.4058","1.4058"
"1146","1.4552","1.4552","1.4552"
"1147","1.0953","1.0953","1.0953"
"1148","1.8027","1.8027","1.8027"
"1149","1.581","1.581","1.581"
"1150","1.4633","1.4633","1.4633"
"1151","1.5579","1.5579","1.5579"
"1152","1.7061","1.7061","1.7061"
"1153","1.5879","1.5879","1.5879"
"1154","1.2499","1.2499","1.2499"
"1155","1.3151","1.3151","1.3151"
"1156","1.1244","1.1244","1.1244"
"1157","1.4244","1.4244","1.4244"
"1158","1.4381","1.4381","1.4381"
"1159","1.3115","1.3115","1.3115"
"1160","1.4792","1.4792","1.4792"
"1161","1.2307","1.2307","1.2307"
"1162","1.7863","1.7863","1.7863"
"1163","1.5589","1.5589","1.5589"
"1164","1.3358","1.3358","1.3358"
"1165","1.9048","1.9048","1.9048"
"1166","1.6022","1.6022","1.6022"
"1167","1.4428","1.4428","1.4428"
"1168","1.6151","1.6151","1.6151"
"1169","1.4869","1.4869","1.4869"
"1170","1.6965","1.6965","1.6965"
"1171","1.2254","1.2254","1.2254"
"1172","1.4996","1.4996","1.4996"
"1173","1.463","1.463","1.463"
"1174","1.6817","1.6817","1.6817"
"1175","1.1809","1.1809","1.1809"
"1176","1.449","1.449","1.449"
"1177","1.4119","1.4119","1.4119"
"1178","1.6682","1.6682","1.6682"
"1179","1.6251","1.6251","1.6251"
"1180","1.4393","1.4393","1.4393"
"1181","1.4564","1.4564","1.4564"
"1182","1.7011","1.7011","1.7011"
"1183","1.6974","1.6974","1.6974"
"1184","1.5428","1.5428","1.5428"
"1185","1.6137","1.6137","1.6137"
"1186","1.3663","1.3663","1.3663"
"1187","1.4438","1.4438","1.4438"
"1188","1.4272","1.4272","1.4272"
"1189","1.499","1.499","1.499"
"1190","1.1982","1.1982","1.1982"
"1191","1.3036","1.3036","1.3036"
"1192","1.6516","1.6516","1.6516"
"1193","1.4914","1.4914","1.4914"
"1194","1.4594","1.4594","1.4594"
"1195","1.185","1.185","1.185"
"1196","1.2195","1.2195","1.2195"
"1197","1.5742","1.5742","1.5742"
"1198","1.5088","1.5088","1.5088"
"1199","1.1215","1.1215","1.1215"
"1200","1.5324","1.5324","1.5324"
"1201","1.3996","1.3996","1.3996"
"1202","1.5763","1.5763","1.5763"
"1203","1.4697","1.4697","1.4697"
"1204","1.5182","1.5182","1.5182"
"1205","1.4843","1.4843","1.4843"
"1206","1.3345","1.3345","1.3345"
"1207","1.4463","1.4463","1.4463"
"1208","1.5007","1.5007","1.5007"
"1209","1.4483","1.4483","1.4483"
"1210","1.127","1.127","1.127"
"1211","1.5371","1.5371","1.5371"
"1212","1.8204","1.8204","1.8204"
"1213","1.8732","1.8732","1.8732"
"1214","1.4948","1.4948","1.4948"
"1215","1.6801","1.6801","1.6801"
"1216","1.5394","1.5394","1.5394"
"1217","1.6475","1.6475","1.6475"
"1218","1.5858","1.5858","1.5858"
"1219","1.2839","1.2839","1.2839"
"1220","1.3206","1.3206","1.3206"
"1221","1.9346","1.9346","1.9346"
"1222","1.4371","1.4371","1.4371"
"1223","1.6528","1.6528","1.6528"
"1224","1.3982","1.3982","1.3982"
"1225","1.276","1.276","1.276"
"1226","1.255","1.255","1.255"
"1227","1.3761","1.3761","1.3761"
"1228","1.5105","1.5105","1.5105"
"1229","1.4748","1.4748","1.4748"
"1230","1.3791","1.3791","1.3791"
"1231","1.6298","1.6298","1.6298"
"1232","1.4589","1.4589","1.4589"
"1233","1.4304","1.4304","1.4304"
"1234","1.7349","1.7349","1.7349"
"1235","1.2028","1.2028","1.2028"
"1236","1.6425","1.6425","1.6425"
"1237","1.5933","1.5933","1.5933"
"1238","1.526","1.526","1.526"
"1239","1.5932","1.5932","1.5932"
"1240","1.8411","1.8411","1.8411"
"1241","1.7114","1.7114","1.7114"
"1242","1.5606","1.5606","1.5606"
"1243","1.6075","1.6075","1.6075"
"1244","1.8452","1.8452","1.8452"
"1245","1.2127","1.2127","1.2127"
"1246","1.3933","1.3933","1.3933"
"1247","1.258","1.258","1.258"
"1248","1.3288","1.3288","1.3288"
"1249","1.4606","1.4606","1.4606"
"1250","1.313","1.313","1.313"
"1251","1.1702","1.1702","1.1702"
"1252","1.4721","1.4721","1.4721"
"1253","1.4638","1.4638","1.4638"
"1254","1.243","1.243","1.243"
"1255","1.2633","1.2633","1.2633"
"1256","1.6267","1.6267","1.6267"
"1257","1.6093","1.6093","1.6093"
"1258","1.3719","1.3719","1.3719"
"1259","1.8237","1.8237","1.8237"
"1260","1.7569","1.7569","1.7569"
"1261","1.4132","1.4132","1.4132"
"1262","1.5285","1.5285","1.5285"
"1263","2.1215","2.1215","2.1215"
"1264","1.22","1.22","1.22"
"1265","1.5378","1.5378","1.5378"
"1266","1.5728","1.5728","1.5728"
"1267","1.5333","1.5333","1.5333"
"1268","1.8253","1.8253","1.8253"
"1269","1.3332","1.3332","1.3332"
"1270","1.4574","1.4574","1.4574"
"1271","1.8819","1.8819","1.8819"
"1272","1.343","1.343","1.343"
"1273","1.4404","1.4404","1.4404"
"1274","1.4501","1.4501","1.4501"
"1275","1.4415","1.4415","1.4415"
"1276","1.6925","1.6925","1.6925"
"1277","1.2104","1.2104","1.2104"
"1278","1.8023","1.8023","1.8023"
"1279","1.634","1.634","1.634"
"1280","1.8658","1.8658","1.8658"
"1281","1.1162","1.1162","1.1162"
"1282","2.1073","2.1073","2.1073"
"1283","1.6023","1.6023","1.6023"
"1284","1.5829","1.5829","1.5829"
"1285","1.5571","1.5571","1.5571"
"1286","1.6133","1.6133","1.6133"
"1287","1.634","1.634","1.634"
"1288","1.2343","1.2343","1.2343"
"1289","1.1483","1.1483","1.1483"
"1290","1.3585","1.3585","1.3585"
"1291","1.8004","1.8004","1.8004"
"1292","1.3769","1.3769","1.3769"
"1293","1.6112","1.6112","1.6112"
"1294","1.4566","1.4566","1.4566"
"1295","1.3756","1.3756","1.3756"
"1296","1.5619","1.5619","1.5619"
"1297","1.609","1.609","1.609"
"1298","1.3177","1.3177","1.3177"
"1299","1.3359","1.3359","1.3359"
"1300","1.2944","1.2944","1.2944"
"1301","1.5506","1.5506","1.5506"
"1302","1.3267","1.3267","1.3267"
"1303","1.5798","1.5798","1.5798"
"1304","1.4976","1.4976","1.4976"
"1305","1.8676","1.8676","1.8676"
"1306","1.3558","1.3558","1.3558"
"1307","1.4437","1.4437","1.4437"
"1308","1.6697","1.6697","1.6697"
"1309","1.3183","1.3183","1.3183"
"1310","1.9029","1.9029","1.9029"
"1311","1.7076","1.7076","1.7076"
"1312","1.2537","1.2537","1.2537"
"1313","1.2386","1.2386","1.2386"
"1314","1.2922","1.2922","1.2922"
"1315","1.8151","1.8151","1.8151"
"1316","1.5907","1.5907","1.5907"
"1317","1.4293","1.4293","1.4293"
"1318","1.6237","1.6237","1.6237"
"1319","1.9347","1.9347","1.9347"
"1320","1.3402","1.3402","1.3402"
"1321","1.5566","1.5566","1.5566"
"1322","1.5117","1.5117","1.5117"
"1323","1.4128","1.4128","1.4128"
"1324","1.4486","1.4486","1.4486"
"1325","1.2392","1.2392","1.2392"
"1326","1.5049","1.5049","1.5049"
"1327","1.5228","1.5228","1.5228"
"1328","1.6312","1.6312","1.6312"
"1329","1.6695","1.6695","1.6695"
"1330","1.3967","1.3967","1.3967"
"1331","1.341","1.341","1.341"
"1332","1.6234","1.6234","1.6234"
"1333","1.2841","1.2841","1.2841"
"1334","1.6686","1.6686","1.6686"
"1335","1.6966","1.6966","1.6966"
"1336","1.713","1.713","1.713"
"1337","1.4504","1.4504","1.4504"
"1338","1.6502","1.6502","1.6502"
"1339","1.5038","1.5038","1.5038"
"1340","1.4323","1.4323","1.4323"
"1341","1.5468","1.5468","1.5468"
"1342","1.4085","1.4085","1.4085"
"1343","1.5736","1.5736","1.5736"
"1344","1.6248","1.6248","1.6248"
"1345","1.5159","1.5159","1.5159"
"1346","1.6744","1.6744","1.6744"
"1347","1.3479","1.3479","1.3479"
"1348","1.35","1.35","1.35"
"1349","1.5311","1.5311","1.5311"
"1350","1.4406","1.4406","1.4406"
"1351","1.5697","1.5697","1.5697"
"1352","1.512","1.512","1.512"
"1353","1.4763","1.4763","1.4763"
"1354","1.6007","1.6007","1.6007"
"1355","1.3325","1.3325","1.3325"
"1356","1.574","1.574","1.574"
"1357","1.1062","1.1062","1.1062"
"1358","1.1979","1.1979","1.1979"
"1359","1.5917","1.5917","1.5917"
"1360","1.0456","1.0456","1.0456"
"1361","1.2002","1.2002","1.2002"
"1362","1.3985","1.3985","1.3985"
"1363","1.4135","1.4135","1.4135"
"1364","1.4384","1.4384","1.4384"
"1365","1.5574","1.5574","1.5574"
"1366","1.6495","1.6495","1.6495"
"1367","1.6414","1.6414","1.6414"
"1368","1.3216","1.3216","1.3216"
"1369","1.5075","1.5075","1.5075"
"1370","1.3652","1.3652","1.3652"
"1371","1.5091","1.5091","1.5091"
"1372","1.5359","1.5359","1.5359"
"1373","1.2727","1.2727","1.2727"
"1374","1.356","1.356","1.356"
"1375","1.3747","1.3747","1.3747"
"1376","1.5321","1.5321","1.5321"
"1377","1.3355","1.3355","1.3355"
"1378","1.3884","1.3884","1.3884"
"1379","1.4138","1.4138","1.4138"
"1380","1.6397","1.6397","1.6397"
"1381","1.4378","1.4378","1.4378"
"1382","1.3103","1.3103","1.3103"
"1383","1.5398","1.5398","1.5398"
"1384","1.4998","1.4998","1.4998"
"1385","1.7863","1.7863","1.7863"
"1386","1.5889","1.5889","1.5889"
"1387","1.4349","1.4349","1.4349"
"1388","1.3671","1.3671","1.3671"
"1389","1.6358","1.6358","1.6358"
"1390","1.5899","1.5899","1.5899"
"1391","1.462","1.462","1.462"
"1392","1.2449","1.2449","1.2449"
"1393","1.3739","1.3739","1.3739"
"1394","1.4742","1.4742","1.4742"
"1395","1.4598","1.4598","1.4598"
"1396","1.2978","1.2978","1.2978"
"1397","1.4472","1.4472","1.4472"
"1398","1.2913","1.2913","1.2913"
"1399","1.5982","1.5982","1.5982"
"1400","1.3672","1.3672","1.3672"
"1401","1.1483","1.1483","1.1483"
"1402","1.7015","1.7015","1.7015"
"1403","1.3327","1.3327","1.3327"
"1404","1.2857","1.2857","1.2857"
"1405","1.7685","1.7685","1.7685"
"1406","1.279","1.279","1.279"
"1407","1.6947","1.6947","1.6947"
"1408","1.8225","1.8225","1.8225"
"1409","1.6821","1.6821","1.6821"
"1410","1.4255","1.4255","1.4255"
"1411","1.4961","1.4961","1.4961"
"1412","1.6573","1.6573","1.6573"
"1413","1.55","1.55","1.55"
"1414","1.5348","1.5348","1.5348"
"1415","1.4798","1.4798","1.4798"
"1416","1.2353","1.2353","1.2353"
"1417","1.6787","1.6787","1.6787"
"1418","1.7749","1.7749","1.7749"
"1419","1.0966","1.0966","1.0966"
"1420","1.3622","1.3622","1.3622"
"1421","1.6398","1.6398","1.6398"
"1422","1.539","1.539","1.539"
"1423","1.273","1.273","1.273"
"1424","1.1441","1.1441","1.1441"
"1425","1.5324","1.5324","1.5324"
"1426","1.6725","1.6725","1.6725"
"1427","1.8286","1.8286","1.8286"
"1428","1.2846","1.2846","1.2846"
"1429","1.456","1.456","1.456"
"1430","1.5682","1.5682","1.5682"
"1431","1.6336","1.6336","1.6336"
"1432","1.4458","1.4458","1.4458"
"1433","1.5052","1.5052","1.5052"
"1434","1.7616","1.7616","1.7616"
"1435","1.6732","1.6732","1.6732"
"1436","1.7349","1.7349","1.7349"
"1437","1.7087","1.7087","1.7087"
"1438","1.087","1.087","1.087"
"1439","1.4102","1.4102","1.4102"
"1440","1.2832","1.2832","1.2832"
"1441","1.694","1.694","1.694"
"1442","1.1057","1.1057","1.1057"
"1443","1.7568","1.7568","1.7568"
"1444","1.5937","1.5937","1.5937"
"1445","1.5597","1.5597","1.5597"
"1446","1.59","1.59","1.59"
"1447","1.4379","1.4379","1.4379"
"1448","1.4393","1.4393","1.4393"
"1449","1.8253","1.8253","1.8253"
"1450","1.5367","1.5367","1.5367"
"1451","1.4996","1.4996","1.4996"
"1452","1.3213","1.3213","1.3213"
"1453","1.3285","1.3285","1.3285"
