"Step","solar-firebrand-9 - train/loss","solar-firebrand-9 - train/loss__MIN","solar-firebrand-9 - train/loss__MAX"
"1454","1.2438","1.2438","1.2438"
"1455","1.4309","1.4309","1.4309"
"1456","1.4712","1.4712","1.4712"
"1457","1.3582","1.3582","1.3582"
"1458","1.4551","1.4551","1.4551"
"1459","1.4073","1.4073","1.4073"
"1460","1.2535","1.2535","1.2535"
"1461","1.4186","1.4186","1.4186"
"1462","1.4915","1.4915","1.4915"
"1463","2.0455","2.0455","2.0455"
"1464","1.5689","1.5689","1.5689"
"1465","1.6005","1.6005","1.6005"
"1466","1.493","1.493","1.493"
"1467","1.5481","1.5481","1.5481"
"1468","1.6819","1.6819","1.6819"
"1469","1.5969","1.5969","1.5969"
"1470","1.5077","1.5077","1.5077"
"1471","1.5734","1.5734","1.5734"
"1472","1.781","1.781","1.781"
"1473","1.4451","1.4451","1.4451"
"1474","1.7451","1.7451","1.7451"
"1475","1.3495","1.3495","1.3495"
"1476","1.7834","1.7834","1.7834"
"1477","1.5382","1.5382","1.5382"
"1478","1.712","1.712","1.712"
"1479","1.628","1.628","1.628"
"1480","1.4918","1.4918","1.4918"
"1481","1.3983","1.3983","1.3983"
"1482","1.277","1.277","1.277"
"1483","1.1902","1.1902","1.1902"
"1484","1.5318","1.5318","1.5318"
"1485","1.6382","1.6382","1.6382"
"1486","1.7882","1.7882","1.7882"
"1487","1.8261","1.8261","1.8261"
"1488","1.5317","1.5317","1.5317"
"1489","1.4232","1.4232","1.4232"
"1490","1.5474","1.5474","1.5474"
"1491","1.8419","1.8419","1.8419"
"1492","1.4816","1.4816","1.4816"
"1493","1.5875","1.5875","1.5875"
"1494","1.5853","1.5853","1.5853"
"1495","1.5282","1.5282","1.5282"
"1496","1.9836","1.9836","1.9836"
"1497","1.7426","1.7426","1.7426"
"1498","1.5308","1.5308","1.5308"
"1499","1.3249","1.3249","1.3249"
"1500","1.7209","1.7209","1.7209"
"1501","1.4008","1.4008","1.4008"
"1502","1.6981","1.6981","1.6981"
"1503","1.2759","1.2759","1.2759"
"1504","1.4719","1.4719","1.4719"
"1505","1.6944","1.6944","1.6944"
"1506","1.6389","1.6389","1.6389"
"1507","1.5556","1.5556","1.5556"
"1508","1.9685","1.9685","1.9685"
"1509","1.4476","1.4476","1.4476"
"1510","1.8265","1.8265","1.8265"
"1511","1.4383","1.4383","1.4383"
"1512","1.2776","1.2776","1.2776"
"1513","1.8812","1.8812","1.8812"
"1514","1.435","1.435","1.435"
"1515","1.5193","1.5193","1.5193"
"1516","1.3247","1.3247","1.3247"
"1517","1.6908","1.6908","1.6908"
"1518","1.2099","1.2099","1.2099"
"1519","1.4657","1.4657","1.4657"
"1520","1.3995","1.3995","1.3995"
"1521","1.3877","1.3877","1.3877"
"1522","1.5302","1.5302","1.5302"
"1523","1.8823","1.8823","1.8823"
"1524","1.2383","1.2383","1.2383"
"1525","1.5199","1.5199","1.5199"
"1526","1.1171","1.1171","1.1171"
"1527","1.4991","1.4991","1.4991"
"1528","1.997","1.997","1.997"
"1529","1.3481","1.3481","1.3481"
"1530","1.794","1.794","1.794"
"1531","1.4534","1.4534","1.4534"
"1532","1.3219","1.3219","1.3219"
"1533","1.8627","1.8627","1.8627"
"1534","1.4865","1.4865","1.4865"
"1535","1.4275","1.4275","1.4275"
"1536","1.5761","1.5761","1.5761"
"1537","1.6436","1.6436","1.6436"
"1538","1.2205","1.2205","1.2205"
"1539","1.4792","1.4792","1.4792"
"1540","1.6315","1.6315","1.6315"
"1541","1.4733","1.4733","1.4733"
"1542","1.3831","1.3831","1.3831"
"1543","1.4632","1.4632","1.4632"
"1544","1.1359","1.1359","1.1359"
"1545","1.3124","1.3124","1.3124"
"1546","1.42","1.42","1.42"
"1547","1.6852","1.6852","1.6852"
"1548","1.707","1.707","1.707"
"1549","1.2481","1.2481","1.2481"
"1550","1.3531","1.3531","1.3531"
"1551","1.3879","1.3879","1.3879"
"1552","1.6787","1.6787","1.6787"
"1553","1.3449","1.3449","1.3449"
"1554","1.5286","1.5286","1.5286"
"1555","1.6636","1.6636","1.6636"
"1556","1.5121","1.5121","1.5121"
"1557","1.4572","1.4572","1.4572"
"1558","1.4233","1.4233","1.4233"
"1559","1.5037","1.5037","1.5037"
"1560","1.3228","1.3228","1.3228"
"1561","1.242","1.242","1.242"
"1562","1.402","1.402","1.402"
"1563","1.4779","1.4779","1.4779"
"1564","1.4117","1.4117","1.4117"
"1565","1.2034","1.2034","1.2034"
"1566","1.0837","1.0837","1.0837"
"1567","1.3169","1.3169","1.3169"
"1568","1.4351","1.4351","1.4351"
"1569","1.4823","1.4823","1.4823"
"1570","1.5827","1.5827","1.5827"
"1571","1.6708","1.6708","1.6708"
"1572","1.5902","1.5902","1.5902"
"1573","1.6457","1.6457","1.6457"
"1574","1.3484","1.3484","1.3484"
"1575","1.6477","1.6477","1.6477"
"1576","1.6847","1.6847","1.6847"
"1577","1.5006","1.5006","1.5006"
"1578","1.6529","1.6529","1.6529"
"1579","1.0983","1.0983","1.0983"
"1580","1.4422","1.4422","1.4422"
"1581","1.2427","1.2427","1.2427"
"1582","1.7842","1.7842","1.7842"
"1583","1.5036","1.5036","1.5036"
"1584","0.9988","0.9988","0.9988"
"1585","1.5643","1.5643","1.5643"
"1586","1.8603","1.8603","1.8603"
"1587","1.3659","1.3659","1.3659"
"1588","1.5198","1.5198","1.5198"
"1589","1.4921","1.4921","1.4921"
"1590","1.5903","1.5903","1.5903"
"1591","1.6343","1.6343","1.6343"
"1592","1.306","1.306","1.306"
"1593","1.4842","1.4842","1.4842"
"1594","1.3544","1.3544","1.3544"
"1595","1.7908","1.7908","1.7908"
"1596","1.1474","1.1474","1.1474"
"1597","1.4589","1.4589","1.4589"
"1598","1.4317","1.4317","1.4317"
"1599","1.256","1.256","1.256"
"1600","1.4271","1.4271","1.4271"
"1601","1.3958","1.3958","1.3958"
"1602","1.3992","1.3992","1.3992"
"1603","1.6078","1.6078","1.6078"
"1604","1.8542","1.8542","1.8542"
"1605","1.301","1.301","1.301"
"1606","1.4402","1.4402","1.4402"
"1607","1.6806","1.6806","1.6806"
"1608","1.6553","1.6553","1.6553"
"1609","1.4509","1.4509","1.4509"
"1610","1.388","1.388","1.388"
"1611","1.507","1.507","1.507"
"1612","1.5845","1.5845","1.5845"
"1613","1.2218","1.2218","1.2218"
"1614","1.4188","1.4188","1.4188"
"1615","1.8185","1.8185","1.8185"
"1616","1.5971","1.5971","1.5971"
"1617","1.0566","1.0566","1.0566"
"1618","1.4541","1.4541","1.4541"
"1619","1.4732","1.4732","1.4732"
"1620","1.5367","1.5367","1.5367"
"1621","1.2803","1.2803","1.2803"
"1622","1.762","1.762","1.762"
"1623","1.3477","1.3477","1.3477"
"1624","1.7187","1.7187","1.7187"
"1625","1.4273","1.4273","1.4273"
"1626","1.3451","1.3451","1.3451"
"1627","1.4377","1.4377","1.4377"
"1628","1.1571","1.1571","1.1571"
"1629","1.4614","1.4614","1.4614"
"1630","1.9254","1.9254","1.9254"
"1631","1.398","1.398","1.398"
"1632","1.3269","1.3269","1.3269"
"1633","1.4409","1.4409","1.4409"
"1634","1.4058","1.4058","1.4058"
"1635","2.0165","2.0165","2.0165"
"1636","1.0098","1.0098","1.0098"
"1637","1.4224","1.4224","1.4224"
"1638","1.1797","1.1797","1.1797"
"1639","1.5346","1.5346","1.5346"
"1640","1.3767","1.3767","1.3767"
"1641","1.327","1.327","1.327"
"1642","1.9095","1.9095","1.9095"
"1643","1.2673","1.2673","1.2673"
"1644","1.5214","1.5214","1.5214"
"1645","1.385","1.385","1.385"
"1646","1.6194","1.6194","1.6194"
"1647","1.4096","1.4096","1.4096"
"1648","1.4847","1.4847","1.4847"
"1649","1.5994","1.5994","1.5994"
"1650","1.7628","1.7628","1.7628"
"1651","2.0472","2.0472","2.0472"
"1652","1.4545","1.4545","1.4545"
"1653","1.3872","1.3872","1.3872"
"1654","1.7002","1.7002","1.7002"
"1655","1.4579","1.4579","1.4579"
"1656","1.4176","1.4176","1.4176"
"1657","1.4823","1.4823","1.4823"
"1658","1.6292","1.6292","1.6292"
"1659","1.5186","1.5186","1.5186"
"1660","1.6091","1.6091","1.6091"
"1661","1.3625","1.3625","1.3625"
"1662","1.6564","1.6564","1.6564"
"1663","1.2929","1.2929","1.2929"
"1664","1.6109","1.6109","1.6109"
"1665","1.4895","1.4895","1.4895"
"1666","1.3302","1.3302","1.3302"
"1667","1.5769","1.5769","1.5769"
"1668","1.7049","1.7049","1.7049"
"1669","1.857","1.857","1.857"
"1670","1.6183","1.6183","1.6183"
"1671","1.4897","1.4897","1.4897"
"1672","1.3082","1.3082","1.3082"
"1673","1.7697","1.7697","1.7697"
"1674","1.837","1.837","1.837"
"1675","1.3452","1.3452","1.3452"
"1676","1.2808","1.2808","1.2808"
"1677","1.3535","1.3535","1.3535"
"1678","1.6567","1.6567","1.6567"
"1679","1.4849","1.4849","1.4849"
"1680","1.388","1.388","1.388"
"1681","1.5251","1.5251","1.5251"
"1682","1.4723","1.4723","1.4723"
"1683","1.4073","1.4073","1.4073"
"1684","1.3387","1.3387","1.3387"
"1685","1.8514","1.8514","1.8514"
"1686","1.1149","1.1149","1.1149"
"1687","1.7092","1.7092","1.7092"
"1688","1.4613","1.4613","1.4613"
"1689","1.507","1.507","1.507"
"1690","1.4923","1.4923","1.4923"
"1691","1.4519","1.4519","1.4519"
"1692","1.4414","1.4414","1.4414"
"1693","1.8477","1.8477","1.8477"
"1694","1.6469","1.6469","1.6469"
"1695","1.2953","1.2953","1.2953"
"1696","1.352","1.352","1.352"
"1697","1.6883","1.6883","1.6883"
"1698","1.5569","1.5569","1.5569"
"1699","1.5731","1.5731","1.5731"
"1700","1.1483","1.1483","1.1483"
"1701","1.6758","1.6758","1.6758"
"1702","1.495","1.495","1.495"
"1703","1.5448","1.5448","1.5448"
"1704","1.8887","1.8887","1.8887"
"1705","1.2383","1.2383","1.2383"
"1706","1.0577","1.0577","1.0577"
"1707","1.2256","1.2256","1.2256"
"1708","1.4042","1.4042","1.4042"
"1709","1.2279","1.2279","1.2279"
"1710","1.6973","1.6973","1.6973"
"1711","1.3305","1.3305","1.3305"
"1712","1.4871","1.4871","1.4871"
"1713","1.807","1.807","1.807"
"1714","1.4222","1.4222","1.4222"
"1715","1.4724","1.4724","1.4724"
"1716","2.0679","2.0679","2.0679"
"1717","1.373","1.373","1.373"
"1718","1.3459","1.3459","1.3459"
"1719","1.63","1.63","1.63"
"1720","1.2526","1.2526","1.2526"
"1721","1.4962","1.4962","1.4962"
"1722","1.7552","1.7552","1.7552"
"1723","1.3839","1.3839","1.3839"
"1724","1.3883","1.3883","1.3883"
"1725","1.4521","1.4521","1.4521"
"1726","1.5415","1.5415","1.5415"
"1727","1.4531","1.4531","1.4531"
"1728","1.4904","1.4904","1.4904"
"1729","1.4529","1.4529","1.4529"
"1730","1.4229","1.4229","1.4229"
"1731","1.5524","1.5524","1.5524"
"1732","1.5456","1.5456","1.5456"
"1733","1.4695","1.4695","1.4695"
"1734","1.3782","1.3782","1.3782"
"1735","1.5166","1.5166","1.5166"
"1736","1.5028","1.5028","1.5028"
"1737","1.3716","1.3716","1.3716"
"1738","1.4875","1.4875","1.4875"
"1739","1.2481","1.2481","1.2481"
"1740","1.697","1.697","1.697"
"1741","1.3019","1.3019","1.3019"
"1742","1.9125","1.9125","1.9125"
"1743","1.2257","1.2257","1.2257"
"1744","1.5454","1.5454","1.5454"
"1745","1.3397","1.3397","1.3397"
"1746","1.2169","1.2169","1.2169"
"1747","1.4614","1.4614","1.4614"
"1748","1.6494","1.6494","1.6494"
"1749","1.4245","1.4245","1.4245"
"1750","1.5243","1.5243","1.5243"
"1751","1.2513","1.2513","1.2513"
"1752","1.5969","1.5969","1.5969"
"1753","1.5291","1.5291","1.5291"
"1754","1.6294","1.6294","1.6294"
"1755","1.8679","1.8679","1.8679"
"1756","1.6256","1.6256","1.6256"
"1757","1.5665","1.5665","1.5665"
"1758","1.5679","1.5679","1.5679"
"1759","1.2496","1.2496","1.2496"
"1760","1.7128","1.7128","1.7128"
"1761","1.5207","1.5207","1.5207"
"1762","1.4004","1.4004","1.4004"
"1763","1.5677","1.5677","1.5677"
"1764","1.1823","1.1823","1.1823"
"1765","1.4749","1.4749","1.4749"
"1766","1.4729","1.4729","1.4729"
"1767","1.3186","1.3186","1.3186"
"1768","1.4353","1.4353","1.4353"
"1769","1.4271","1.4271","1.4271"
"1770","1.4309","1.4309","1.4309"
"1771","1.2079","1.2079","1.2079"
"1772","1.3767","1.3767","1.3767"
"1773","1.3393","1.3393","1.3393"
"1774","1.5878","1.5878","1.5878"
"1775","1.4376","1.4376","1.4376"
"1776","1.2632","1.2632","1.2632"
"1777","1.266","1.266","1.266"
"1778","1.7483","1.7483","1.7483"
"1779","1.7258","1.7258","1.7258"
"1780","1.4402","1.4402","1.4402"
"1781","1.5739","1.5739","1.5739"
"1782","1.6523","1.6523","1.6523"
"1783","1.4561","1.4561","1.4561"
"1784","1.1851","1.1851","1.1851"
"1785","1.4889","1.4889","1.4889"
"1786","1.8209","1.8209","1.8209"
"1787","1.7422","1.7422","1.7422"
"1788","1.2818","1.2818","1.2818"
"1789","1.552","1.552","1.552"
"1790","1.4412","1.4412","1.4412"
"1791","1.5974","1.5974","1.5974"
"1792","1.1663","1.1663","1.1663"
"1793","1.3708","1.3708","1.3708"
"1794","1.5562","1.5562","1.5562"
"1795","2.0641","2.0641","2.0641"
"1796","1.335","1.335","1.335"
"1797","1.3603","1.3603","1.3603"
"1798","1.6402","1.6402","1.6402"
"1799","1.2153","1.2153","1.2153"
"1800","1.4974","1.4974","1.4974"
"1801","1.1693","1.1693","1.1693"
"1802","1.4155","1.4155","1.4155"
"1803","1.5653","1.5653","1.5653"
"1804","1.5514","1.5514","1.5514"
"1805","1.6546","1.6546","1.6546"
"1806","1.6336","1.6336","1.6336"
"1807","1.3434","1.3434","1.3434"
"1808","1.784","1.784","1.784"
"1809","1.5506","1.5506","1.5506"
"1810","1.399","1.399","1.399"
"1811","1.4441","1.4441","1.4441"
"1812","1.3394","1.3394","1.3394"
"1813","1.991","1.991","1.991"
"1814","1.2767","1.2767","1.2767"
"1815","1.3506","1.3506","1.3506"
"1816","1.5636","1.5636","1.5636"
"1817","1.6522","1.6522","1.6522"
"1818","1.6001","1.6001","1.6001"
"1819","1.3988","1.3988","1.3988"
"1820","1.5146","1.5146","1.5146"
"1821","1.3698","1.3698","1.3698"
"1822","1.2203","1.2203","1.2203"
"1823","1.4108","1.4108","1.4108"
"1824","1.8858","1.8858","1.8858"
"1825","1.3113","1.3113","1.3113"
"1826","1.8358","1.8358","1.8358"
"1827","1.8628","1.8628","1.8628"
"1828","1.8333","1.8333","1.8333"
"1829","1.2713","1.2713","1.2713"
"1830","1.3412","1.3412","1.3412"
"1831","1.7114","1.7114","1.7114"
"1832","1.1697","1.1697","1.1697"
"1833","1.2604","1.2604","1.2604"
"1834","1.7195","1.7195","1.7195"
"1835","1.2974","1.2974","1.2974"
"1836","1.4652","1.4652","1.4652"
"1837","1.2328","1.2328","1.2328"
"1838","1.3649","1.3649","1.3649"
"1839","1.4126","1.4126","1.4126"
"1840","1.4589","1.4589","1.4589"
"1841","1.4359","1.4359","1.4359"
"1842","1.4751","1.4751","1.4751"
"1843","1.4573","1.4573","1.4573"
"1844","1.4002","1.4002","1.4002"
"1845","1.6244","1.6244","1.6244"
"1846","1.6979","1.6979","1.6979"
"1847","1.5092","1.5092","1.5092"
"1848","1.6051","1.6051","1.6051"
"1849","1.6545","1.6545","1.6545"
"1850","1.5952","1.5952","1.5952"
"1851","1.34","1.34","1.34"
"1852","1.3658","1.3658","1.3658"
"1853","1.1365","1.1365","1.1365"
"1854","1.354","1.354","1.354"
"1855","1.3347","1.3347","1.3347"
"1856","1.5633","1.5633","1.5633"
"1857","1.8749","1.8749","1.8749"
"1858","1.5443","1.5443","1.5443"
"1859","1.1731","1.1731","1.1731"
"1860","1.832","1.832","1.832"
"1861","1.4909","1.4909","1.4909"
"1862","1.4354","1.4354","1.4354"
"1863","1.8887","1.8887","1.8887"
"1864","1.6299","1.6299","1.6299"
"1865","1.2826","1.2826","1.2826"
"1866","1.5506","1.5506","1.5506"
"1867","1.2975","1.2975","1.2975"
"1868","1.0041","1.0041","1.0041"
"1869","1.3504","1.3504","1.3504"
"1870","1.1602","1.1602","1.1602"
"1871","1.4002","1.4002","1.4002"
"1872","1.2979","1.2979","1.2979"
"1873","1.188","1.188","1.188"
"1874","2.0559","2.0559","2.0559"
"1875","1.2956","1.2956","1.2956"
"1876","1.2908","1.2908","1.2908"
"1877","1.657","1.657","1.657"
"1878","2.29","2.29","2.29"
"1879","1.5794","1.5794","1.5794"
"1880","1.3385","1.3385","1.3385"
"1881","1.089","1.089","1.089"
"1882","1.3492","1.3492","1.3492"
"1883","1.5114","1.5114","1.5114"
"1884","1.5405","1.5405","1.5405"
"1885","1.3986","1.3986","1.3986"
"1886","1.3767","1.3767","1.3767"
"1887","1.7948","1.7948","1.7948"
"1888","1.3623","1.3623","1.3623"
"1889","1.192","1.192","1.192"
"1890","1.5201","1.5201","1.5201"
"1891","1.2548","1.2548","1.2548"
"1892","1.4768","1.4768","1.4768"
"1893","1.2672","1.2672","1.2672"
"1894","1.3709","1.3709","1.3709"
"1895","1.1707","1.1707","1.1707"
"1896","1.6759","1.6759","1.6759"
"1897","1.7011","1.7011","1.7011"
"1898","1.4062","1.4062","1.4062"
"1899","1.5984","1.5984","1.5984"
"1900","1.8997","1.8997","1.8997"
"1901","1.4391","1.4391","1.4391"
"1902","1.2347","1.2347","1.2347"
"1903","1.3538","1.3538","1.3538"
"1904","1.7084","1.7084","1.7084"
"1905","1.4557","1.4557","1.4557"
"1906","1.6828","1.6828","1.6828"
"1907","1.3419","1.3419","1.3419"
"1908","1.3312","1.3312","1.3312"
"1909","1.292","1.292","1.292"
"1910","1.6149","1.6149","1.6149"
"1911","1.7146","1.7146","1.7146"
"1912","1.7007","1.7007","1.7007"
"1913","1.3816","1.3816","1.3816"
"1914","1.3935","1.3935","1.3935"
"1915","1.6836","1.6836","1.6836"
"1916","1.7042","1.7042","1.7042"
"1917","1.3625","1.3625","1.3625"
"1918","1.338","1.338","1.338"
"1919","1.4852","1.4852","1.4852"
"1920","1.9924","1.9924","1.9924"
"1921","1.1487","1.1487","1.1487"
"1922","1.7306","1.7306","1.7306"
"1923","1.5581","1.5581","1.5581"
"1924","1.2432","1.2432","1.2432"
"1925","1.3707","1.3707","1.3707"
"1926","1.4889","1.4889","1.4889"
"1927","1.2944","1.2944","1.2944"
"1928","1.3861","1.3861","1.3861"
"1929","1.1614","1.1614","1.1614"
"1930","1.7883","1.7883","1.7883"
"1931","1.4622","1.4622","1.4622"
"1932","1.5514","1.5514","1.5514"
"1933","1.329","1.329","1.329"
"1934","1.4575","1.4575","1.4575"
"1935","1.3949","1.3949","1.3949"
"1936","1.3696","1.3696","1.3696"
"1937","1.4671","1.4671","1.4671"
"1938","1.2886","1.2886","1.2886"
"1939","1.1877","1.1877","1.1877"
"1940","1.3206","1.3206","1.3206"
"1941","1.3662","1.3662","1.3662"
"1942","1.4568","1.4568","1.4568"
"1943","1.2093","1.2093","1.2093"
"1944","1.3436","1.3436","1.3436"
"1945","1.2533","1.2533","1.2533"
"1946","1.1062","1.1062","1.1062"
"1947","1.6235","1.6235","1.6235"
"1948","1.6765","1.6765","1.6765"
"1949","1.2432","1.2432","1.2432"
"1950","1.3468","1.3468","1.3468"
"1951","1.5166","1.5166","1.5166"
"1952","1.3961","1.3961","1.3961"
"1953","1.3808","1.3808","1.3808"
"1954","1.1706","1.1706","1.1706"
"1955","1.5533","1.5533","1.5533"
"1956","1.4253","1.4253","1.4253"
"1957","1.6998","1.6998","1.6998"
"1958","1.6158","1.6158","1.6158"
"1959","1.4377","1.4377","1.4377"
"1960","1.2651","1.2651","1.2651"
"1961","1.7509","1.7509","1.7509"
"1962","1.6645","1.6645","1.6645"
"1963","1.4555","1.4555","1.4555"
"1964","1.4169","1.4169","1.4169"
"1965","1.6103","1.6103","1.6103"
"1966","2.0134","2.0134","2.0134"
"1967","1.2728","1.2728","1.2728"
"1968","1.6179","1.6179","1.6179"
"1969","1.5097","1.5097","1.5097"
"1970","1.55","1.55","1.55"
"1971","0.9559","0.9559","0.9559"
"1972","1.468","1.468","1.468"
"1973","1.2024","1.2024","1.2024"
"1974","1.3427","1.3427","1.3427"
"1975","1.4834","1.4834","1.4834"
"1976","1.3778","1.3778","1.3778"
"1977","1.8287","1.8287","1.8287"
"1978","1.5585","1.5585","1.5585"
"1979","1.4312","1.4312","1.4312"
"1980","1.501","1.501","1.501"
"1981","1.728","1.728","1.728"
"1982","1.3547","1.3547","1.3547"
"1983","1.6135","1.6135","1.6135"
"1984","1.4954","1.4954","1.4954"
"1985","1.2602","1.2602","1.2602"
"1986","1.503","1.503","1.503"
"1987","1.1307","1.1307","1.1307"
"1988","1.4414","1.4414","1.4414"
"1989","1.3176","1.3176","1.3176"
"1990","1.2366","1.2366","1.2366"
"1991","1.3238","1.3238","1.3238"
"1992","1.5431","1.5431","1.5431"
"1993","1.6444","1.6444","1.6444"
"1994","1.3783","1.3783","1.3783"
"1995","1.396","1.396","1.396"
"1996","1.4025","1.4025","1.4025"
"1997","1.6728","1.6728","1.6728"
"1998","1.5786","1.5786","1.5786"
"1999","1.6485","1.6485","1.6485"
"2000","1.4547","1.4547","1.4547"
"2001","1.6016","1.6016","1.6016"
"2002","1.1536","1.1536","1.1536"
"2003","1.3367","1.3367","1.3367"
"2004","1.7571","1.7571","1.7571"
"2005","1.7853","1.7853","1.7853"
"2006","1.3379","1.3379","1.3379"
"2007","1.2897","1.2897","1.2897"
"2008","1.6244","1.6244","1.6244"
"2009","1.3195","1.3195","1.3195"
"2010","1.4152","1.4152","1.4152"
"2011","1.3775","1.3775","1.3775"
"2012","1.612","1.612","1.612"
"2013","1.6832","1.6832","1.6832"
"2014","1.4104","1.4104","1.4104"
"2015","1.7422","1.7422","1.7422"
"2016","1.5519","1.5519","1.5519"
"2017","1.9019","1.9019","1.9019"
"2018","1.2574","1.2574","1.2574"
"2019","1.5541","1.5541","1.5541"
"2020","1.6281","1.6281","1.6281"
"2021","1.4395","1.4395","1.4395"
"2022","1.4738","1.4738","1.4738"
"2023","1.2359","1.2359","1.2359"
"2024","1.1607","1.1607","1.1607"
"2025","1.365","1.365","1.365"
"2026","1.7468","1.7468","1.7468"
"2027","1.3366","1.3366","1.3366"
"2028","0.9376","0.9376","0.9376"
"2029","1.0812","1.0812","1.0812"
"2030","1.1747","1.1747","1.1747"
"2031","1.318","1.318","1.318"
"2032","1.2328","1.2328","1.2328"
"2033","1.307","1.307","1.307"
"2034","1.6927","1.6927","1.6927"
"2035","1.3795","1.3795","1.3795"
"2036","1.3486","1.3486","1.3486"
"2037","1.4706","1.4706","1.4706"
"2038","1.6723","1.6723","1.6723"
"2039","1.461","1.461","1.461"
"2040","1.3851","1.3851","1.3851"
"2041","1.263","1.263","1.263"
"2042","1.8013","1.8013","1.8013"
"2043","1.7294","1.7294","1.7294"
"2044","1.3395","1.3395","1.3395"
"2045","1.6335","1.6335","1.6335"
"2046","1.4161","1.4161","1.4161"
"2047","1.3323","1.3323","1.3323"
"2048","1.2725","1.2725","1.2725"
"2049","1.7641","1.7641","1.7641"
"2050","1.4433","1.4433","1.4433"
"2051","1.4212","1.4212","1.4212"
"2052","1.2638","1.2638","1.2638"
"2053","1.7374","1.7374","1.7374"
"2054","1.1457","1.1457","1.1457"
"2055","1.5128","1.5128","1.5128"
"2056","1.3277","1.3277","1.3277"
"2057","1.5017","1.5017","1.5017"
"2058","1.4866","1.4866","1.4866"
"2059","1.7636","1.7636","1.7636"
"2060","1.4191","1.4191","1.4191"
"2061","1.4104","1.4104","1.4104"
"2062","1.3036","1.3036","1.3036"
"2063","1.4542","1.4542","1.4542"
"2064","1.3057","1.3057","1.3057"
"2065","1.5356","1.5356","1.5356"
"2066","1.4677","1.4677","1.4677"
"2067","1.7082","1.7082","1.7082"
"2068","1.6453","1.6453","1.6453"
"2069","1.339","1.339","1.339"
"2070","1.3066","1.3066","1.3066"
"2071","1.5103","1.5103","1.5103"
"2072","1.7701","1.7701","1.7701"
"2073","1.3238","1.3238","1.3238"
"2074","1.3512","1.3512","1.3512"
"2075","1.5087","1.5087","1.5087"
"2076","1.6283","1.6283","1.6283"
"2077","1.5854","1.5854","1.5854"
"2078","1.3873","1.3873","1.3873"
"2079","1.5028","1.5028","1.5028"
"2080","1.38","1.38","1.38"
"2081","1.8159","1.8159","1.8159"
"2082","1.4213","1.4213","1.4213"
"2083","1.1089","1.1089","1.1089"
"2084","1.3492","1.3492","1.3492"
"2085","1.4442","1.4442","1.4442"
"2086","1.2984","1.2984","1.2984"
"2087","1.3317","1.3317","1.3317"
"2088","1.5892","1.5892","1.5892"
"2089","1.3943","1.3943","1.3943"
"2090","1.2739","1.2739","1.2739"
"2091","1.1457","1.1457","1.1457"
"2092","1.0415","1.0415","1.0415"
"2093","1.3958","1.3958","1.3958"
"2094","1.0996","1.0996","1.0996"
"2095","1.584","1.584","1.584"
"2096","1.3314","1.3314","1.3314"
"2097","1.1709","1.1709","1.1709"
"2098","1.6405","1.6405","1.6405"
"2099","1.6478","1.6478","1.6478"
"2100","1.4792","1.4792","1.4792"
"2101","0.9892","0.9892","0.9892"
"2102","1.1618","1.1618","1.1618"
"2103","1.3883","1.3883","1.3883"
"2104","1.6138","1.6138","1.6138"
"2105","1.491","1.491","1.491"
"2106","1.587","1.587","1.587"
"2107","1.3865","1.3865","1.3865"
"2108","1.3079","1.3079","1.3079"
"2109","1.1313","1.1313","1.1313"
"2110","1.3443","1.3443","1.3443"
"2111","1.4369","1.4369","1.4369"
"2112","1.2525","1.2525","1.2525"
"2113","1.549","1.549","1.549"
"2114","1.1737","1.1737","1.1737"
"2115","2.0518","2.0518","2.0518"
"2116","1.4535","1.4535","1.4535"
"2117","1.3581","1.3581","1.3581"
"2118","1.7968","1.7968","1.7968"
"2119","1.1663","1.1663","1.1663"
"2120","1.6011","1.6011","1.6011"
"2121","1.0186","1.0186","1.0186"
"2122","1.2445","1.2445","1.2445"
"2123","1.2391","1.2391","1.2391"
"2124","1.6625","1.6625","1.6625"
"2125","1.7018","1.7018","1.7018"
"2126","2.0441","2.0441","2.0441"
"2127","1.6255","1.6255","1.6255"
"2128","1.4337","1.4337","1.4337"
"2129","1.6505","1.6505","1.6505"
"2130","1.5018","1.5018","1.5018"
"2131","1.7763","1.7763","1.7763"
"2132","1.3071","1.3071","1.3071"
"2133","1.5122","1.5122","1.5122"
"2134","1.349","1.349","1.349"
"2135","1.3529","1.3529","1.3529"
"2136","1.3527","1.3527","1.3527"
"2137","1.3481","1.3481","1.3481"
"2138","1.3776","1.3776","1.3776"
"2139","1.6893","1.6893","1.6893"
"2140","1.5595","1.5595","1.5595"
"2141","1.3126","1.3126","1.3126"
"2142","1.7327","1.7327","1.7327"
"2143","1.6425","1.6425","1.6425"
"2144","1.5896","1.5896","1.5896"
"2145","1.5496","1.5496","1.5496"
"2146","1.6181","1.6181","1.6181"
"2147","1.3682","1.3682","1.3682"
"2148","1.4834","1.4834","1.4834"
"2149","1.2609","1.2609","1.2609"
"2150","1.0709","1.0709","1.0709"
"2151","1.3734","1.3734","1.3734"
"2152","1.6397","1.6397","1.6397"
"2153","1.6475","1.6475","1.6475"
"2154","1.3258","1.3258","1.3258"
"2155","1.5674","1.5674","1.5674"
"2156","1.5242","1.5242","1.5242"
"2157","1.4342","1.4342","1.4342"
"2158","1.6309","1.6309","1.6309"
"2159","1.3121","1.3121","1.3121"
"2160","1.5378","1.5378","1.5378"
