Wall time,Step,Value
1701962134.6192145,602,2.3338963985443115
1701962180.8134372,849,2.3090901374816895
1701962187.6311326,884,1.8523184061050415
1701962229.344542,1073,1.7707688808441162
1701962252.3086512,1175,2.780945301055908
1701962291.6426227,1355,1.781599521636963
1701962299.6450958,1391,1.5893226861953735
1701962311.5617414,1446,2.1301867961883545
1701962367.1432753,1722,1.8715733289718628
1701962371.4944801,1745,2.7902936935424805
1701962380.067467,1790,1.7315254211425781
1701962446.4850855,2164,2.964092493057251
1701962458.1847804,2231,1.3477028608322144
1701962511.5914736,2525,1.9844552278518677
1701962576.3199782,2881,2.117614507675171
1701962581.613617,2910,1.4904545545578003
1701962625.0772557,3141,1.7664247751235962
1701962675.6399786,3413,1.778107762336731
1701962759.8733687,3876,2.5850207805633545
1701962762.9789271,3894,1.8215521574020386
1701962813.118447,4172,1.2830194234848022
1701962880.4211884,4544,1.203648567199707
1701962880.846681,4546,2.882079601287842
1701963040.4738693,5423,1.7499501705169678
1701963052.7997472,5491,1.1669745445251465
1701963060.8352067,5534,1.3931732177734375
1701963081.4018567,5649,0.6209644675254822
1701963090.6901948,5701,1.2443361282348633
1701963103.0861583,5770,1.7496891021728516
1701963122.2471724,5879,1.6503347158432007
1701963156.732759,6066,1.3529622554779053
1701963173.865396,6161,1.3489432334899902
1701963208.239454,6352,0.18909242749214172
1701963221.7609062,6427,2.1632585525512695
1701963266.494915,6676,2.5850579738616943
1701963284.4716573,6776,1.1857991218566895
1701963340.4535854,7084,2.7680556774139404
1701963365.981426,7223,0.8788096308708191
1701963399.9093316,7408,0.9968629479408264
1701963407.2004473,7447,1.3638838529586792
1701963412.6976252,7479,2.1209378242492676
1701963436.9719317,7612,1.4247515201568604
1701963487.2723954,7886,1.7310322523117065
1701963509.7887857,8004,1.703925609588623
1701963517.2194214,8044,1.4693167209625244
1701963561.7730603,8286,2.468700885772705
1701963591.5335593,8452,1.3806169033050537
1701963657.6715822,8814,2.0522680282592773
1701963675.5649848,8913,2.008805274963379
1701963716.0329626,9133,1.5819883346557617
1701963771.7128015,9440,1.5337095260620117
1701963781.778687,9496,1.6100232601165771
1701963869.2515166,9976,2.769927978515625
1701963883.1404839,10048,1.461772084236145
1701963885.6545663,10060,1.2702735662460327
1701963892.4578717,10097,1.4939708709716797
1701963919.734053,10243,1.602771282196045
1701963957.4761882,10447,1.3298205137252808
1701963996.441397,10661,2.0232796669006348
1701964007.3407917,10721,1.7251416444778442
1701964060.8893816,11006,1.7874072790145874
1701964068.3104098,11047,1.1830614805221558
1701964086.6897395,11149,2.058945894241333
1701964207.2216706,11815,1.4972407817840576
1701964211.2421997,11837,2.285064458847046
1701964270.574795,12157,1.7780547142028809
1701964273.946168,12175,2.116424560546875
1701964306.7042978,12358,1.1919174194335938
1701964341.2241395,12550,1.1609678268432617
1701964386.745936,12801,1.4106700420379639
1701964404.851634,12900,2.0575435161590576
1701964414.6844003,12955,1.4947983026504517
1701964456.7932255,13184,1.4170031547546387
1701964461.7487187,13211,1.3559105396270752
1701964501.9581892,13428,1.3605971336364746
1701964513.088316,13488,1.5075204372406006
1701964542.0098069,13643,1.7741575241088867
1701964587.951253,13893,1.7385733127593994
1701964621.8667758,14078,1.9061700105667114
1701964633.1855001,14140,1.1897469758987427
1701964692.2509487,14465,2.1951136589050293
1701964719.8409119,14617,1.4784610271453857
1701964812.3464186,15129,1.9650250673294067
1701964815.6385303,15147,1.4132182598114014
1701964836.668752,15265,2.605680465698242
1701964887.2620592,15545,1.314867615699768
1701964983.5774634,16073,1.7288110256195068
1701965104.884732,16750,1.9663876295089722
1701965292.5360947,17777,1.729882836341858
1701965304.5517514,17844,1.340311050415039
1701965364.068533,18166,1.7106444835662842
1701965374.209012,18223,1.1405795812606812
1701965401.7126207,18377,1.3895066976547241
1701965419.535824,18477,1.2863454818725586
1701965430.954396,18543,1.6047240495681763
1701965433.7642622,18559,2.135695219039917
1701965462.0847735,18712,1.891887903213501
1701965534.4570572,19107,2.0080933570861816
1701965729.206782,20162,1.7124989032745361
1701965835.179708,20745,1.353186011314392
1701965877.3868544,20976,1.838649034500122
1701965924.7472665,21234,1.2243411540985107
1701965932.3295994,21277,1.5171852111816406
1701965944.900988,21344,2.1734211444854736
1701965965.245525,21455,1.88823664188385
1701965987.2332752,21578,1.4664709568023682
1701965995.596171,21624,1.8753715753555298
1701966074.2967367,22048,1.4554551839828491
1701966119.7366817,22301,1.7288497686386108
1701966177.2071302,22615,1.8475226163864136
1701966193.769429,22707,1.9991769790649414
1701966199.6015341,22739,1.4673407077789307
1701966204.1499503,22764,1.3550529479980469
1701966286.5452578,23211,1.5232884883880615
1701966299.000834,23281,2.2158920764923096
1701966322.9040134,23413,2.05171537399292
1701966325.281635,23426,2.848766565322876
1701966341.419196,23511,2.328087329864502
1701966355.1850631,23588,1.9354497194290161
1701966357.74379,23602,1.5419363975524902
1701966424.6473181,23976,1.3094069957733154
1701966482.897699,24292,2.3447282314300537
1701966492.1916585,24342,1.1376152038574219
1701966515.2988462,24471,1.479802131652832
1701966524.0692832,24519,1.8092899322509766
1701966549.2676964,24652,1.328108310699463
1701966575.9724903,24797,1.7091506719589233
1701966628.7925465,25083,1.6472610235214233
1701966671.9904091,25310,2.113025426864624
1701966692.5433667,25405,1.4424041509628296
1701966695.1204095,25419,1.4950488805770874
1701966708.6534562,25490,1.1375993490219116
1701966711.0389988,25504,3.067695140838623
1701966735.8377748,25644,2.0409882068634033
1701966737.025545,25650,3.124302387237549
1701966766.8733854,25810,1.3884831666946411
1701966785.4510055,25913,0.6406619548797607
1701966803.5143912,26008,1.0644690990447998
1701966875.97023,26403,1.034045934677124
1701966882.7624142,26441,3.0420026779174805
1701966884.857127,26453,1.2195218801498413
1701966912.9709125,26609,1.305971622467041
1701966939.622946,26751,1.7487852573394775
1701966991.8231893,27027,1.7557122707366943
1701967002.384364,27086,1.7173672914505005
1701967032.2212613,27248,1.7690244913101196
1701967051.7235348,27351,1.5398786067962646
1701967055.6655273,27373,1.1968218088150024
1701967067.3060567,27437,1.7114111185073853
1701967076.375351,27486,1.3176785707473755
1701967090.2501519,27563,1.745414137840271
1701967108.7146459,27664,0.8817107081413269
1701967148.0576265,27877,1.201276421546936
1701967207.256945,28198,1.5801522731781006
1701967270.4216902,28539,1.6501115560531616
1701967310.635933,28759,1.715818166732788
1701967367.9109411,29068,1.5499485731124878
1701967502.6552181,29801,1.5552442073822021
1701967504.0638874,29809,1.553045392036438
1701967516.135893,29875,2.073206663131714
1701967520.8237216,29901,1.7511695623397827
1701967549.8354983,30054,1.5898973941802979
1701967596.6336408,30311,1.613816738128662
1701967609.6418808,30383,1.6707725524902344
1701967691.9702978,30831,1.5727061033248901
1701967721.4498632,30992,1.5539969205856323
1701967753.008053,31157,1.4864574670791626
1701967776.7395072,31289,1.5674022436141968
1701967779.4351683,31303,1.3010520935058594
1701967785.2118554,31334,1.5938581228256226
1701967785.6681035,31336,1.7547136545181274
1701967855.2418687,31715,1.4290058612823486
1701967868.1639216,31787,1.8806160688400269
1701967901.469652,31970,1.3866006135940552
1701967912.699604,32027,1.8564234972000122
1701967968.8454006,32333,1.990591049194336
1701967974.6719594,32365,1.3790712356567383
1701967981.3774822,32401,1.791614294052124
1701968009.682339,32558,1.4340325593948364
1701968019.3915112,32610,1.6176838874816895
1701968037.372575,32708,1.7401031255722046
1701968103.9838927,33068,1.6776238679885864
1701968107.256758,33086,1.4712787866592407
1701968140.4871342,33269,1.947668194770813
1701968140.9516416,33271,1.6104631423950195
1701968257.1865253,33901,1.7042690515518188
1701968295.7738564,34109,2.4897706508636475
1701968336.4661283,34334,1.6982513666152954
1701968340.8173985,34357,1.5426291227340698
1701968366.8517158,34495,1.5987720489501953
1701968375.4877558,34544,1.6664429903030396
1701968377.7752564,34556,1.4227086305618286
1701968394.4114034,34647,1.4272187948226929
1701968394.585403,34648,1.6777232885360718
1701968399.126274,34673,1.2410964965820312
1701968418.8015594,34782,1.667343258857727
1701968437.9082122,34887,1.4012353420257568
1701968442.024995,34910,1.31001877784729
1701968472.5106256,35070,1.4444644451141357
1701968475.4935806,35087,1.660567283630371
1701968502.6588721,35235,1.4526952505111694
